id,price,moonRank,💎 score (%),storeURL,Background,Chest,Eyes,Hat,Model,Mouth
853,5,126,49.13,https://magiceden.io/item-details/GZZSQxyifvXmQAiUvQ4YGHdvvKD5dXG7BzKNsXhoqu5h,Scorched Grey,Cross,Dark Green,Chullo,Hooded,Smile
856,1,728,71.12,https://magiceden.io/item-details/GP4y4YNy5sPEM3qEgLPULfru2LHDLY8gy3JJaKurEN6r,Scorched Blue White,Button,Orange,Headband,Demon,None
857,2.49,768,55.02,https://magiceden.io/item-details/5MsfyEmTogU5Sm3q44qH5KKfsnbU9K9qrWDT11uTFRpD,Japan,Button,Brown,Beret,Hooded,None
859,3,553,56.36,https://magiceden.io/item-details/3UWgDMfV5LrGqbv6HWVYAQjbduLTSE21YpXVYuDdBwUD,Solid Green,Eyeball,Brown,Horns,Hooded,None
863,0.7,321,86.3,https://magiceden.io/item-details/7kFWPPRV757gnJkvL8yJNytwmqQdAP6XpATGiKLAd3Me,Wave Turquoise,Devil Tail,Black,Winter,Long,None
865,2,124,79.19,https://magiceden.io/item-details/EKBKHLpSy4mNuTQvymRYLYFi77vhtBBwF4VFRqMYu5Qu,Solid Orange,Solana,Grey,Bowler,Portrait,Smile
868,0.5,987,68.37,https://magiceden.io/item-details/74ciDvj7nz7RUCz3CMosiALFcyn8muB7f8iBzf8EoA82,Solid Purple,Smiley,Light Red,None,Portrait,None
869,2.5,905,50.82,https://magiceden.io/item-details/8AQw1QZ5UzcWRQpm4RLqxSSCJWBeMenQsoQBQcbDuzJP,Solid Green,Bow Tie,Yellow,Rice,Demon,None
877,4.5,302,48.86,https://solanart.io/search/?token=EXcmBoz6WyBz6sdUTRtQ6PNCBfjWJhprDQvrGLYWJbWq,Pattern Blue,Pumpkin,Blue,Halo,Portrait,None
884,1.25,880,64.07,https://magiceden.io/item-details/FJoGXZHpn4NmrGP55DshuYZABV4Ngex8KTKzGB9qRJ5,Money,Rook,Brown,Headband,Demon,None
897,1.29,431,77.11,https://magiceden.io/item-details/CSHJE3EZSdUq3t9zMuqk16PJFxa26z7NioabuwFZGLoQ,Solid Black,Rice Ball,Grey,Beret,Portrait,Mask
905,5,129,49.04,https://magiceden.io/item-details/3x2cXJrui1K65vU55eXvx6YABNHrJxa9b1DbLCXY2a5G,Scorched Turquoise,Button,Turquoise,Goggles,Portrait,Smile
906,5,151,48.38,https://magiceden.io/item-details/D82h2n78DjbWRqJpAA6PfGzdZ9r77cRGVgxHokVFrsHZ,Split Black Yellow,Rook,Yellow,Rice,Standard,Mask
912,0.69,9,95.73,https://solanart.io/search/?token=F8f1URv1vriQJCShWtxCtiLzG3Yb7uB9w1cNwAyLHQpH,Solid Dark Blue,Flame,Pink,Tiara,Demon,Fangs
913,0.39,365,88.08,https://solanart.io/search/?token=DNi5pfQN4RSfPeiUtLbn3hYuSPtyBKJ4NbLeGgQFhmnT,Split Black Yellow,None,Dark Green,Chullo,Demon,Cigar
916,1.5,852,62.41,https://magiceden.io/item-details/GVmPrZL54afRmsj4gXVdZMEJ9KJQ5c9qTp8e8MbTUApR,Solid Turquoise,Banana,Black,Priest,Demon,None
919,4,27,62.09,https://magiceden.io/item-details/8N8f3HkeRFK4YmU5cvmC7waCWz5mVvwrraMXp3vnWhvi,Solid Purple,Wand,Red,Tiara,Demon,Cigar
928,1.4,1243,51.71,https://magiceden.io/item-details/ALg6S1ZdmUkJjimUcG4ooUghuZKTfk2fV6UJmPNoBEWY,Solid Turquoise,Yin Yang,Grey,Headband,Demon,None
929,0.71,1003,65.79,https://solanart.io/search/?token=5jdbwGTdZGpAAGLDGhAaDj9gNwxFuNhrNFVA9kXMEouS,Pattern Red,Stethoscope,Black,Sombrero,Portrait,None
933,4.5,202,51.86,https://solanart.io/search/?token=EQUePzPD6kVD98CxNeirQKFkSJwBr1HzqhQcaxcG5KK9,Solid Pink,Heart,Yellow,Priest,Demon,Smile
951,0.39,691,78.33,https://solanart.io/search/?token=8SW9y7wbxW7azx3nWkCFyhRfFrdMXZA3LZ2SnrpEJ8n2,Pattern Red,Stethoscope,Orange,Sombrero,Hooded,None
952,1.3,251,82.39,https://solanart.io/search/?token=FbhAKmynJ6usm7N8Pjo7ufq3XDHAyE3dsCqCBc4TLrs,Ace,Alien,Green,Horns,Standard,None
954,1.4,340,78.73,https://magiceden.io/item-details/FLJZ3UA9WpGw8B2fTudrZBpQfpahVE6Cs3cZoYPUpBrN,Solid Orange,Cross,Brown,Horns,Portrait,Smile
955,5,1060,21.19,https://magiceden.io/item-details/5pRsMhsY87H735AL79tUCRsuPF6dHdQJRNpE8ebqjSxM,Solid Blue,Heart,Orange,Winter,Portrait,None
959,1.99,278,74.68,https://magiceden.io/item-details/ByvfQxxzuMdLVqy8ZzMwmVMfsjb9bHUupS7vzXZ2BxwA,Solid Orange,Bow Tie,Dark Green,Goggles,Standard,Fangs
961,0.59,501,82.01,https://solanart.io/search/?token=6hLYnrQ1Lv4PWFzUPvsouTBzzW87yJRBT8JcJvD8itVz,Money,Money,Black,Explorer,Demon,None
966,3,1316,33.53,https://magiceden.io/item-details/CEzXWTZ59zBKmDyXML9oreyX6DGyhGXPqP5p2egwQKhd,Solid Dark Blue,Stethoscope,Brown,None,Demon,None
974,3.83,217,58.11,https://magiceden.io/item-details/2hpPjc9RCnN8eTbUBnUaEfQRYzrg9Jzce9kDkk5VQ9x9,Scorched Grey,Spade,Dark Green,Winter,Demon,Smirk
977,0.45,457,84.73,https://solanart.io/search/?token=8SrWwB9gmew6i6Lz47Xra69FYGeSQ7i5LmpuieroXQd1,Solid Orange,Headphones,Pink,Beret,Standard,None
978,2,32,81.94,https://magiceden.io/item-details/di7kkNeJjyMHA7zMyXMf8jEKDPqZ9bDrtNViefYm5qE,Wave Camo,Tea Light,Pink,Beret,Portrait,Cigar
979,3.9,216,57.44,https://magiceden.io/item-details/H1DzPdBQya2wQQCBYNrSmw7pnXr2QPb4snXvZTVri8wn,Wave Grey,Vase,Purple,Beret,Standard,None
980,1.4,580,71.55,https://magiceden.io/item-details/22puophM6YxKKU8vZw6AeEhuzTAXA9qjJ1Xtd57JrThP,Wave Pink,Alien,Grey,Halo,Portrait,None
981,1,256,85.24,https://magiceden.io/item-details/5oB4jE4tow2Cgxi5Gf3yvMoHdpzEmEcS5YsovLqEj4zx,Solid Green,Button,Orange,Sombrero,Hooded,Mask
985,2.5,629,59.08,https://magiceden.io/item-details/CoBvRzqcWPu4Hb6wpL6DZwrrLHEXTVPDXFVjAdBmu5EQ,Scorched Grey,Rook,Red,Winter,Demon,None
992,2,35,81.85,https://magiceden.io/item-details/2BU9xJYFqU96iMjNCicZsDaQuMB9NvaeK7Q9a5KxWvj5,Scorched Yellow,Pumpkin,Black,Goggles,Hooded,Cigar
998,2.25,117,76.9,https://magiceden.io/item-details/9GMp9npBjJWEUpnVFmabiKX7Dfcmcdz2RpPG7wNGcS4W,Graveyard Yellow,Hourglass,Brown,Sombrero,Long,Smirk
1002,0.44,646,79.17,https://magiceden.io/item-details/DGtGejN79De9aDHBqxXC6QzmsiVGMLoXiQbuzNnLioPc,Wave Solana,Tea Light,Blue,Priest,Long,None
1006,0.29,924,72.36,https://magiceden.io/item-details/6YdT5mQNgBxEbDTjz3MNfoaiRoPy32Qxfw9EiYtyJiRg,Split Black Yellow,Money,Dark Green,Winter,Portrait,None
1009,5,804,28.85,https://magiceden.io/item-details/4BBfkDf87kGi8LkQZZrVPnKhhPxuCqDMWHpkHQPnzpsq,Solid Blue,Flower,Black,Headband,Hooded,None
1012,6.69,1009,5.81,https://magiceden.io/item-details/MyMnup469qjyVjuay5uVZhggQkxiUC8dnhfhCgVwbmS,Split Black Yellow,Flame,Grey,Beret,Portrait,None
1014,1,13,92.51,https://magiceden.io/item-details/14DuHRd6mG2ZosAuhT4GzQdVi549dqiMuR2SELiL2P1t,Solid Pink,Banana,Turquoise,Crown,Demon,Cigar
1019,0.3,1068,67.95,https://magiceden.io/item-details/DtpkUZhMVrKWb5RskaLiCnfsiXtfkKwFY71hfCBBTAK5,Solid Green,Smiley,Red,Rice,Hooded,None
1020,1,309,83.66,https://magiceden.io/item-details/EBgrdpb1eSUdpPnxBC33GampU7chLDfgtNyfq3kayZXa,Solid Green,Rice Ball,Orange,Rice,Portrait,Smile
1029,19.9,331,0,https://magiceden.io/item-details/4vmDpmR9qq4TGCr3ndphpbka9WeSwQaXJEWFmQKMk2AL,Solid Turquoise,Lantern,Grey,Explorer,Long,Cigar
1033,2,886,56.39,https://magiceden.io/item-details/nZoipew2DhVcTTmbmWHbKnk6sCd6T6cgD38TECCkWMd,Chess,Button,Grey,Beret,Demon,None
1035,25,353,0,https://solanart.io/search/?token=FTeLqUMwaQrnkHVGsqAynhgTVTh3JB6T41sDEoL3JkQg,Moon Purple,Watch,Red,Headpiece,Portrait,None
1038,0.84,308,85.29,https://solanart.io/search/?token=HyZgLBMuKQQS54MAqvWwkYtwVtMXPJMTxTYTPyHgKPd4,Solid Green,None,Turquoise,Priest,Portrait,Cigar
1046,2.49,729,56.19,https://magiceden.io/item-details/5Jjc9ucTGLgnGNaRVyrnJAPcrLU25CNYNRT6HDwTedMM,Solid Dark Blue,Flower,Blue,Priest,Hooded,None
1060,2,10,82.6,https://solanart.io/search/?token=HaXWVfrqkfANktXAEzG85f8PhYfJ22P9PfUo61hc95Ex,Solid Pink,Diamond,Glasses,Halo,Hooded,Cigar
1063,1.5,1175,52.75,https://solanart.io/search/?token=Bf8pWa1ZAFFPySdUrcXGwBndajr4m2obXWezAVkKyyWj,Solid Purple,Heart,Blue,Beret,Hooded,None
1088,2.85,1138,40.35,https://magiceden.io/item-details/7KtQG2zGGWxWyVTyghHUkZV2A165sT5sjJh46BgYJjDH,Solid Green,Tea Light,Blue,Headband,Standard,None
1094,6.67,355,25.58,https://magiceden.io/item-details/G7ENWX37p3BqsLsEmGybzUpkQkxuhz1xJdAgcqms91jQ,Rainbow,Yin Yang,Dark Green,Monkey,Standard,None
1102,0.4,776,75.68,https://magiceden.io/item-details/HT2CjwvfLLsXYihfVbd9x3hjh4CmKesiYkfUcw8tMxVU,Solid Blue,Heart,Pink,Winter,Standard,None
1103,0.375,1173,64.06,https://solanart.io/search/?token=GkktUv5yqR4PPg2hNPaPKj6fupRU7yAkjizXupWtNYn8,Solid Grey,Alien,Dark Green,Bowler,Hooded,None
1104,0.5,403,85.84,https://magiceden.io/item-details/BPfuQVBDNRXkDbk9xS2qM3yKdYiNV4BYnSntWV6Jz7gu,Scorched Grey,Headphones,Black,Explorer,Hooded,None
1107,1.75,1275,47.25,https://magiceden.io/item-details/FKzjWE7497G6KKJhn8Ee3jtSa6NamNi44YBQUN9H3BqG,Solid Blue,Spade,Dark Green,Goggles,Long,None
1126,15,520,0,https://solanart.io/search/?token=DSGuMoGy8KnxLMD6Un5TCQKY9E6uMqEzXXQQRqV38aat,No Entry,Gravestone,Grey,Winter,Long,None
1129,3.5,261,60.09,https://magiceden.io/item-details/5YDCbaJNNJybKa3uqhfpML1cBBV9Rawmun83T5bi5KaH,Scorched Turquoise,Smiley,Blue,Beret,Long,Cigar
1130,1,948,64.54,https://magiceden.io/item-details/8JJRM2x56ScupVqVFDLkZnHCUnoB3JBELK3fwo3gAYcj,Split Black Yellow,Lantern,Red,Bowler,Long,None
1133,1,137,88.8,https://magiceden.io/item-details/G9y5VFDCVdaEnGwrWEnVcCvwL8ZnhTN5x1Csxjwu9pEG,Moon Black,Banana,Purple,Winter,Standard,None
1135,0.66,735,74.31,https://magiceden.io/item-details/6YWoz3Efuiu2BxqkjNybHLxttx2prREJT1uG39zjV8vu,Solid Pink,Skull Grey,Black,Chullo,Standard,None
1136,0.9,815,69.52,https://magiceden.io/item-details/8VaAkgnpgD6XYy2As3TN9osnbCYPU82xT2ZmauKhNSe4,Solid Purple,Talisman,Grey,Bowler,Long,None
1143,1.1,746,69.58,https://magiceden.io/item-details/Girp372mMjHKRGthJ6nS3vZ5mWuTHm538gWypjv6yzVd,Wave Brown,Bow Tie,Brown,Headpiece,Portrait,None
1148,0.4,660,79.15,https://magiceden.io/item-details/CysAWXCihfkejtrU3zJyTW76v773FVQatcPNq63ygiC1,Solid Blue,Banana,Turquoise,Goggles,Portrait,None
1155,3,1293,34.22,https://magiceden.io/item-details/1Sv36niwRGqxaNzeWAXWpJTe4XySwLVYXC7ByGYKDkz,Solid Pink,Yin Yang,Brown,Beret,Hooded,None
1156,5,172,47.75,https://magiceden.io/item-details/AN9NNNMY6TN8NVby1wyggYCsVUPD81z1t7wtp7TniuWg,Solid Grey,None,Yellow,Goggles,Demon,Fangs
1157,3.5,806,43.79,https://magiceden.io/item-details/CxqDPXyLi7CHqJkYdcjv4gXX3YD11bHqXjjURdtxeQkn,Solid Pink,Vase,Dark Green,Explorer,Long,None
1158,4,275,54.67,https://magiceden.io/item-details/CVETpRKAUqGrbDPNFuCJ4otSLpsvoEEar5a55sGeu3yZ,Solid Grey,Cross,Dark Green,Headpiece,Demon,Mask
1162,4,281,54.49,https://magiceden.io/item-details/pgenUf4DsdBxKrEKqfvR2d5QiiCaXqPndHPWaLqGjDq,Solid Pink,Candle,Grey,Horns,Long,Mask
1163,3,1146,38.61,https://magiceden.io/item-details/HmKrm2FerM7EN7kPG3XfCbbJywxHkqxkigQg1284nqdY,Solid Blue,Tea Light,Blue,Bowler,Demon,None
1167,0.69,522,80.38,https://solanart.io/search/?token=EUt7d3cH3ATZiBiqDWVSXNpjxq6qb5dTDMNVRcjsnDf6,Wave Orange,Doll,Dark Green,Priest,Demon,None
1169,6.5,970,8.88,https://solanart.io/search/?token=BfXhMvuXNDGY9oU7ZgXuf1F15WJJ9FQye4meSU1VYdq7,Wave Blue,Button,Dark Green,Rice,Long,None
1170,2,65,80.96,https://magiceden.io/item-details/9NgjmafhMepKFUcfvvuH47vXgkPkAn6hXw5VCoEb1Xh9,Scorched Turquoise,Tea Light,Black,Monkey,Long,Smirk
1172,0.65,544,80.12,https://solanart.io/search/?token=HbTtoN5MctGBoL15YJW4Ajh7pUJRJAP5p2Wx3gar3Z4C,Wave Red,Rook,Dark Green,Chullo,Standard,None
1173,7,1061,1.16,https://magiceden.io/item-details/Cx4CH5JejVcAd9pw1am3vTN7ALuiinpc1azYu8V2aQNm,Solid Pink,None,Pink,Sombrero,Demon,None
1174,0.45,1095,65.64,https://magiceden.io/item-details/J7pJDRLHKHWCtfhSScZqqRCGFhKaKzp2ue2iNaXbw8pV,Solid Pink,Button,Orange,Winter,Long,None
1178,1.49,158,83.27,https://magiceden.io/item-details/7wZyc1Zrg5irxHQGPsjXZKr942omGUahyg3EqakbsATE,Scorched Green,Wand,Yellow,Goggles,Demon,None
1179,4.2,652,41.39,https://magiceden.io/item-details/3eXafuoCWVWVXVgKUJyve2ZeM7ycW6gNiogCANozLPJv,Jungle,Stethoscope,Black,Priest,Hooded,None
1183,12,876,0,https://magiceden.io/item-details/HXrnhEP5tHfCBDLfQnvzBLQ8jutmMBSFiYfyDhnLvKkR,Solid Grey,None,Blue,Egyptian,Portrait,None
1185,6.9,268,25.88,https://magiceden.io/item-details/6mWbLbwV3vwqQVJu6ShKtvqYWsSLNn2epDKJCDtdt8yK,Ace,Rice Ball,Red,Monkey,Demon,None
1189,0.69,121,92.38,https://solanart.io/search/?token=bXBvu16GqRxURw9AcX8Ya5exYnnaeH2J9HXBiwEMiJu,Solid Pink,Hourglass,Purple,Priest,Long,Mask
1195,2.4,875,52.72,https://solanart.io/search/?token=AayXxGhrd3D6AqkUcnnGMJfB215eTM2rwGdYNYmwujzW,Wave Turquoise,Stethoscope,Blue,Explorer,Demon,None
1197,1.6,413,74.54,https://solanart.io/search/?token=HcH4tweJRAecyMajDwNDLEEmPDzKM6G3Qj4kjf16G3qz,Moon Purple,Doll,Brown,Rice,Demon,None
1198,3,149,68.44,https://magiceden.io/item-details/8QP3HnXV5JutDdhDXDwFE5cLWkLt2w96qMs1CUkKd7ak,Pattern Blue,Crystal Ball,Light Red,Priestess,Portrait,None
1200,4.5,1131,24.06,https://magiceden.io/item-details/J6REC7BjsHEDbeZhaczdnJx3bif4kJmZphvujxF8URfK,Scorched Grey,None,Grey,Goggles,Standard,None
1203,1.2,51,89.37,https://magiceden.io/item-details/HqxCWwZg2xWFMvRUMCDJSwVkWqrDhHod8gA6riCPYEJQ,Solid Orange,Eyeball,Turquoise,Goggles,Hooded,Mask
1204,4.5,190,52.22,https://magiceden.io/item-details/FyfkGWtAw27UPqZk14N4cHT6ramwQgKUMLX58KGcKSjD,Pattern Red,Button,Grey,Monkey,Standard,Smile
1209,2.1,24,81.18,https://magiceden.io/item-details/HrA6tGRFHXFPnAoq1ZvmxFqxtP3euuqYkQ3LBUw9KLRD,Rainbow,Cross,Red,Priestess,Portrait,Mask
1213,2.1,1337,41.9,https://magiceden.io/item-details/G4h1GRvhDmSwPoKv1HF39vhd1HyMGfPf7uESaKixVnGq,Solid Black,None,Brown,None,Portrait,None
1217,2,979,53.61,https://solanart.io/search/?token=8oJdyKUAE56tifagwqu4Dpca11yUxSW47sG5yVhsWYoQ,Brick,Candle,Dark Green,None,Demon,None
1218,0.38,771,76.03,https://solanart.io/search/?token=36GhTsymFSJA2b2behjoE17qi6x5s3QZPvUjVkyBZ8sv,Solid Grey,Bow Tie,Orange,Halo,Hooded,None
1221,6.9,589,16.28,https://magiceden.io/item-details/6BeSwYwy7pa6nRcyATNvX5xQCpw1683mhDDH8f9c8ZTs,Wave Turquoise,Skull Blue,Black,Rice,Hooded,None
1222,0.59,1032,66.12,https://solanart.io/search/?token=5eYuiNBPPV8VsjtAKbM62sMEdwM5KYmJfoamGnwbR3D1,Pattern Red,Hourglass,Grey,Rice,Hooded,None
1223,0.69,229,89.15,https://magiceden.io/item-details/CcNZmp27FjvsRuaiY1mPvyBRvo3PFeFguG7uKj7kyEks,Scorched Blue White,Headphones,Orange,Priestess,Hooded,None
1231,2.8,1171,39.87,https://solanart.io/search/?token=GakyUdPQB92fmwgZoVKQH5asjJBEaqLWoYG2iox9tJp5,Split Black Yellow,Lantern,Brown,Bowler,Standard,None
1238,2,429,70.07,https://solanart.io/search/?token=E44bsi6Zr5rWTcvqQa4L8YUEG7uyH2M8Z1NCPDMRi7oM,Solid Pink,Yin Yang,Dark Green,Rice,Long,Mask
1243,1.5,1159,53.23,https://solanart.io/search/?token=jTPTK1SJVu1J9h7owsFtzenbu6afqu84AGa6sPGuiC4,Solid Purple,Bow Tie,Dark Green,Sombrero,Portrait,None
1245,0.7,1018,65.44,https://solanart.io/search/?token=2sjtcaZ296hQSsqdJ5WLwhvjrSsRdUPQJ6cCBD4YMUdf,Solid Grey,Cross,Orange,Sombrero,Hooded,None
1247,0.39,199,93.05,https://solanart.io/search/?token=oykac28eEEKXjTwFi7eBwhN7aDdQA3tHJE6kZMJEq6B,Solid Pink,Yin Yang,Yellow,Goggles,Long,Smirk
1250,3.2,713,49.57,https://magiceden.io/item-details/DH1LRu61gJ4uLRqL9tqCokxZjExWPaW8uzF9BqNRL6yB,Solid Dark Blue,Doll,Grey,Priestess,Standard,None
1251,3,156,68.23,https://magiceden.io/item-details/F9Ly93qNUj1qL14GTccjPwhUz1cXRtB5QbLV4LNzhxiF,Pattern Red,Hourglass,Blue,Headpiece,Hooded,Mask
1259,3,829,48.1,https://magiceden.io/item-details/79mDVXgpscpjqqhAs3soghc8XTAvWBds1ZSV7NpGo35R,Solid Pink,Yin Yang,Orange,Halo,Demon,None
1263,1.5,55,86.25,https://magiceden.io/item-details/72iFMuBc3qsjRjdxbZ792cZBm8ySuCy3LFW5FHovCEcz,Lines,Cross,Green,Rice,Standard,Smirk
1271,2.35,944,51.16,https://magiceden.io/item-details/DztyZgD81S5nPfFFUZLWaHSg3X3uDFsoopNMUtiraoAi,Scorched Turquoise,Rook,Blue,Sombrero,Portrait,None
1277,5,264,45,https://magiceden.io/item-details/HL6gAwQaDCG6MMLSjQLVWft2mF9f3VCoWiGzc2kaDsaq,Wave Music,Pharaoh,Dark Green,Explorer,Hooded,None
1283,4,242,55.66,https://magiceden.io/item-details/Hq17F4RFLGyMwRY9Uo7UwQSAHBH2tssK37KnYVTvNYuc,Solid Green,Smiley,Light Red,None,Hooded,Cigar
1284,0.6,135,92.86,https://magiceden.io/item-details/AnV1A9m4ucY4MG1KujiaRNmwxzvQL3Mzb6Xuxr8KCt9w,Wave Orange Black,Money,Brown,Beret,Demon,Smirk
1285,0.69,1111,62.76,https://magiceden.io/item-details/9SL1hNe9JXBkrtK6Ro1qNUFFpjj7BxSsZo6urguTpjiP,Solid Pink,Rice Ball,Dark Green,Cap,Long,None
1288,3.4,1292,30.25,https://magiceden.io/item-details/7HYZ1X5JEiBD2W2dtBheRdaxeChzLrnUGEeRyUnNfpLT,Solid Pink,Spade,Dark Green,Goggles,Long,None
1291,4,57,61.19,https://magiceden.io/item-details/62aUc74kjEEz4t4vx7xPffEEgBoQHVhAvDtvtz8sxinP,Desert,Smiley,Turquoise,Horns,Demon,Smile
1296,4,897,36.06,https://magiceden.io/item-details/7J2jrXL4K4yW6rPfMCuBuRYb8oRzvQfxznbJYkMuCr3C,Wave Turquoise,Bow Tie,Blue,Explorer,Demon,None
1297,4.4,336,48.85,https://magiceden.io/item-details/FvFeNNPUV8uMcrAZVtpbHupEoBuEUNANdbopHibvLXUJ,Solid Blue,Candle,Brown,Rice,Demon,Fangs
1299,1.9,81,81.48,https://magiceden.io/item-details/BsQc7fyRfqoEpg3e5tguimnqL7eQDzhD8WWYMbypy3Rx,Moon Black,Rook,Glasses,Priestess,Hooded,None
1300,4.5,808,33.73,https://magiceden.io/item-details/HGhsZs8SbyGAL8DEPEptsNUmVAFfU2EAdP2wghqoFENx,Brick,Stethoscope,Brown,Winter,Long,None
1301,1,146,88.53,https://magiceden.io/item-details/7HjmA9H2eGwTuAZjrvHThrLGa6Vn94HTyWhojzN3jga7,Pattern Red,Hourglass,Turquoise,Headband,Standard,Smile
1303,3,1194,37.18,https://magiceden.io/item-details/AZ1jtj2pRaFPcpyyg4ga8AyEStdJ6Mrar8jBJUuSftY5,Solid Green,Lantern,Black,Headband,Portrait,None
1305,5,111,49.58,https://magiceden.io/item-details/pCTF4rvwRsAFsYEqpN3J7Y6Yr1iSPnTGTtT2oT9FY8K,Solid Blue,Rice Ball,Light Red,Explorer,Long,Smirk
1315,0.58,1273,59.01,https://magiceden.io/item-details/FxxCgv1etdiAxAZZe4ThG3YjV5epnZSdz4njhT6FT8Ro,Solid Black,Cross,Brown,Rice,Standard,None
1319,0.9,463,80.05,https://magiceden.io/item-details/HfELtmmDCeoFuqobpaPCcqs5mWeYHcipWwPdEo98x4Rt,Solid Grey,Smiley,Brown,Goggles,Demon,Mask
1322,0.4,1323,59.32,https://magiceden.io/item-details/Ccfqbtbd45Nfq7PYkWVortwKZ9gb57g1Z2t8ApnwprF5,Solid Green,Hourglass,Brown,None,Hooded,None
1330,0.69204428,356,85.33,https://magiceden.io/item-details/A56nAPGcm3KpP5K3DVxnQKoxvK37Qqnu1CHqsFKmUast,Solid Grey,Stethoscope,Closed,Bowler,Hooded,None
1331,0.69,23,95.31,https://solanart.io/search/?token=9k5fYPZ9PEpuJTMeg5z3oUxAk4c3gAdPhHAGgoobMxk7,Desert,Money,Green,Explorer,Standard,Cigar
1336,1.3,94,87.09,https://magiceden.io/item-details/9VD6B6YZumu7Sj7yM2zZQLcJr6fTb3wrJV8DqwWciji7,Solid Orange,Alien,Pink,Monkey,Demon,Smile
1338,1.99,1216,46.62,https://magiceden.io/item-details/ASMzyKWmYm7DHTZcbdvzYFKMrTxA2hqrDu55vxsBjdF2,Solid Purple,Candle,Blue,Rice,Portrait,None
