id,price,moonRank,💎 score (%),storeURL,Armor,Attribute Count,Body,Ears,Eyes,Faction,Helmet,Mouth
2425,26,1307,0,https://solanart.io/search/?token=3fm3KKmqTcd9rNVrszQRxscezbizhtGS8G7DBAmE7cYA,Distinguished Shirting,7,Spectral Black,Intergalactic Fins,Villainous Visor,Barada,Defensive Cannon,Pleased
2432,10,9770,28.92,https://solanart.io/search/?token=3Pe5EXziUk3iqUXnS8DX8DaFa7Az7vKhcRmhRrBrdfTz,,4,Orange,,Cybernetic Beamers,Barada,,Pleased
2438,15,9345,0,https://solanart.io/search/?token=CAMMGtfQu9rDSG7gBo17RoJmjDLGsS7topxyduddtsP,,4,Lime,,Wonky Headlights,Alura,,Fanged
2450,40,327,0,https://solanart.io/search/?token=Gzf8MZu2Dnx1p5ytN6tQJydc5oZn9kYYyQBqwUGenjEE,Distinguished Shirting,7,Ghostly White,Interdimensional Transistor,Plasmatic Array,Alura,Clever Coathanger,Wise
2452,14.9,4712,0.15,https://magiceden.io/item-details/9jt1d1AB8hEZCtcoSuChTTN3X8XR8urKisjhgAWJgK5G,,6,Lime,Portable Satellite,Galactic Sequencer,Barada,Reliable Antennae,Fanged
2453,25,150,0,https://magiceden.io/item-details/9LEr1UkRkSczgGRmUTG6dvKdJ9EjZoBe8t5rpSxTaWPR,Distinguished Shirting,7,Ghostly White,Martian Speakers,Nebular Optics,Martu,Electric Doodads,Hungry
2457,11.5,6269,27.92,https://solanart.io/search/?token=H7hgqQe8N5iqYiQ8NT9nVxnBG6YNjTsnrPPQzziKiudS,,6,Brick,Sublimatic Surveyor,Sullen Eyes,Barada,Space Roach,Pleased
2459,19,3618,0,https://solanart.io/search/?token=51zXNsemYbhczLrMyGEtjYMSSbsdrDBMq5B5jXPFd5DF,Galactic Scraps,7,Brick,Planetary Muffler,Ocular Scanner,Targari,Fried Lenses,Pensive
2465,246.5,7125,0,https://magiceden.io/item-details/5oBnTZC5FyY4t5aDuH2yzNpqvgWxHsT6arHpV46HiRGC,Frivolous Costume,6,Orange,,Deluxe Shutters,Martu,Viral Intruder,Pensive
2470,9,9752,38.99,https://magiceden.io/item-details/2PqraFtrk4S1afZLYDokJsu7GkkUchpYFmG9nzc8etqy,,4,Lime,,Glossy Zoomers,Martu,,Pensive
2475,76,37,0,https://solanart.io/search/?token=96pCF1K28yMB53itYsgXkjeh2bZhWyTzXULDw8hBPgxb,Spectral Companion,7,Spectral Black,Galactic Tuner,Scoundrel Winkers,Barada,Grabber,Aggressive
2476,89,5428,0,https://solanart.io/search/?token=5vpq4jKHHq9kfxiqyitqDcgKdVEbHGsUssCj8vJi8NCW,,5,Lime,Galactic Tuner,Groovy Perceptors,Alura,,Augmented
2486,24,6956,0,https://magiceden.io/item-details/B8yR5FnMfLFsTgdNNkn8eNgcFs5AhsCrLXip4hH58BMc,,6,Printed,Intergalactic Fins,Astral Projectors,Alura,Slab,Pensive
2514,225,8454,0,https://solanart.io/search/?token=D8m5xv33AAHpEFirgGWyvexd9ZirnZEya1dB5M6n5oRy,,4,Orange,,Funky Shades,Alura,,Excited
2529,15.5,6425,0,https://magiceden.io/item-details/9VuvpxxKKUvuDrLZ9w5JuwThCEpde9pzFNUJQP1BcyvC,Spectral Companion,6,Spotted Kiwi,,Scoundrel Winkers,Barada,Fried Lenses,Pleased
2538,10.94,6618,32.13,https://magiceden.io/item-details/3vdnkDp84haYC8DHGSykyFqUmWMCCkfH9NWPQQLpkrAy,Frivolous Costume,6,Printed,,Mixed Reality Grid,Targari,Decorative Boomshot,Pleased
2541,18,6428,0,https://solanart.io/search/?token=9jzrVb54NiUufnTeJzNhdNx5NGFFFTHBGAWHR4MG9zpT,,6,Spotted Kiwi,Interdimensional Transistor,Stoned Eyes,Alura,Fried Lenses,Pensive
2563,20,3584,0,https://magiceden.io/item-details/8tr3ABipxY5XiJGe3R8EyANpR1ShF82NGpSexrnau4Au,Galactic Scraps,7,Brick,Cooling Vent,Paranoid Eyes,Targari,Fried Lenses,Pleased
2576,15,2407,8.37,https://magiceden.io/item-details/GqbEjxhU8HM2YtBQdT38bQXbwty6An1U2qTND9wkcQ8z,Pointy Statement,7,Printed,Satellite Dish,Creepy Peepers,Targari,Electric Doodads,Pleased
2590,40,9813,0,https://magiceden.io/item-details/71aoxkq9dLYDanT6RsVtqbzVgP4NBm43NuwEbHFASBBE,,4,Printed,,Glassy Detectors,Alura,,Pleased
2596,25,8721,0,https://solanart.io/search/?token=5NBJmQRjAMrPQE2ia7Ed6tfKD7v2MiymbfPYRQ6YGETV,,5,Brick,,Cybernetic Beamers,Targari,Solar Converter,Pensive
2598,25,2496,0,https://magiceden.io/item-details/AsiiyJCTMpiadcYosTFqtmrd2ctwjGwcDDtSgQzyEN3Q,Augmented Exoskeleton,7,Spotted Kiwi,Cooling Fan,Reptilian Gazers,Targari,Aerodynamic Cap,Pleased
2599,15,808,14.77,https://magiceden.io/item-details/GVQHEdAnDenVUMrdRUxecpRrkabn8dmxpFnEieoPxwd8,Technical Swag,7,Printed,Pulsing Sizzlers,Gilded Lenses,Alura,Identified Flying Object,Hungry
2608,16,7408,0,https://solanart.io/search/?token=CjcwEj2FX2LXwpE4cJ1NH33uBrP4hf8qUkc8DXK55zLD,,5,Orange,Escape Rockets,Augmented Surveyor,Barada,,Toothy
2618,98,9400,0,https://solanart.io/search/?token=E9afpzRHRMdUbXcwBCmGbesE7UBy368B5KfV69aShGmE,,4,Brick,,Funky Shades,Barada,,Toothy
2628,20,5542,0,https://solanart.io/search/?token=DU7oGunJhkNLNoc3upXL3mQMTeWCd6vaMmVUGTVwSYYh,Terraformers Uniform,6,Spotted Kiwi,,Sullen Eyes,Alura,Crystal Swag,Pleased
2640,16,407,6.37,https://magiceden.io/item-details/3yXcmpLk11h6nZaKsFfLaGmYXLrzsf62gCQhfa5JHTv9,Pedestrian Trappings,7,Printed,Martian Speakers,Engaging Pupils,Targari,Taxidermied Space Pink,Aggressive
2643,19.69,1389,0,https://magiceden.io/item-details/9LmBSxvnepetcCHi985oifYjevYpF3mFGkFqfYG34Pop,Resplendent Deflector,7,Lime,Ionic Flux Inhibitor,Plasmatic Array,Targari,Electric Doodads,Wise
2652,13.25,3706,20.67,https://magiceden.io/item-details/CF5H2fHCxfsVgvVu72i6HiFASntvdNSYG1vQcBCRYkor,Resplendent Deflector,7,Printed,Equinox Boosters,Stoned Eyes,Martu,Gibbous Blaster,Pleased
2658,20,511,0,https://magiceden.io/item-details/7ff8TStSsw79XCSyRx5wCjc3N39ZyKWo65mNVeTpqRJq,Orbital Frock,7,Orange,Pulsing Sizzlers,Cybernetic Beamers,Barada,Aluminum Cap,Aggressive
2663,8.5,2225,74.1,https://solanart.io/search/?token=Hkzwt2AHUw5sDuZq5QkbmKaomEi963ULb7ZTfJiSYimL,Terraformers Uniform,7,Orange,Gravity Dongal,Ocular Scanner,Targari,Clever Coathanger,Wise
2664,25,2885,0,https://magiceden.io/item-details/Ca9HeZqfmBReXdYVv3RHHjRmQNaPBWMFMk6xqxQfB6F8,Pointy Statement,7,Orange,Portable Satellite,Spectral Auditors,Barada,Aluminum Cap,Pensive
2700,100,9564,0,https://solanart.io/search/?token=9VyFe7k7tj8pktCs9wXzKsPazhevNVdWoKxVJeK9y584,,4,Spotted Kiwi,,Cybernetic Beamers,Targari,,Pensive
2701,42.689999,4706,0,https://solanart.io/search/?token=BgHi2haUfhcHECX6owGGoLQuPDmjkdRHvnrAaeadnDZd,Crystalline Regalia,6,Light Pink,Captive Ear,Expensive Scrutinizers,Barada,,Pensive
2713,45,3547,0,https://solanart.io/search/?token=Ckb3yJbcA92ioJ3rM7vxVbHt4hK9RyRDGqPTy3Di82Gc,Colonels Finery,7,Brick,Nebular Amplifier,Stoned Eyes,Targari,Automatic Rocket,Pensive
2718,30,222,0,https://magiceden.io/item-details/gxRoUMbvDgvCzS5u2pSm7Az4eKo2JF6B1cRu8SFQKeD,Galactic Scraps,7,Orange,Intergalactic Fins,Reptilian Gazers,Martu,Taxidermied Space Pink,Excited
2720,35,8937,0,https://solanart.io/search/?token=BczEVTwteEqDReM71srFLHE5mzcuCbARZGfKFoYrV1R7,,4,Spectral Black,,Groovy Perceptors,Barada,,Pensive
2732,11.11,2950,45.1,https://magiceden.io/item-details/4WJZLnXoq1fHHHcBYs7kB1Scyvjc1NH8JnzgRh6wnuxu,Cybernetic Wiring,7,Orange,Escape Rockets,Mixed Reality Grid,Alura,Slab,Pensive
2750,80,1064,0,https://solanart.io/search/?token=6ee6K7voJyyQSiyFTafnB5px9Y1QeQjKMgNiW7VTB2gK,Pedestrian Trappings,7,Printed,Satellite Dish,Geckonic Sight,Targari,Automatic Rocket,Fanged
2752,16,6206,0,https://solanart.io/search/?token=4cDtRbe1KQAbUWrjEHBvcPJxFahGKgcFMUS1VUxQEiSQ,,6,Striped Blue,Galactic Tuner,Funky Shades,Martu,Decorative Boomshot,Pleased
2792,7.6,7418,62.33,https://solanart.io/search/?token=2grQNPSJmt2RrEk6oNMghoAxoWsXGA9ycdsnqF6dYkpY,Sentient Virus,5,Spotted Turquoise,,Reptilian Gazers,Alura,,Pensive
2803,205,2602,0,https://solanart.io/search/?token=6b3GLaSV6GghpZxP1QLAjZgA6gdaKoybEzYxGoWAeWkn,Spectral Companion,7,Striped Blue,Metallic Mesh,Glassy Detectors,Martu,Grabber,Pensive
2807,30,9826,0,https://magiceden.io/item-details/6oimorK7YBnMqXVhnuP815dGKdAiVV8qhTkCsywuybXC,,4,Lime,,Sullen Eyes,Barada,,Pensive
2824,60,9278,0,https://magiceden.io/item-details/5a4V8n5A2ffe2axcEB8UGE94qqK1Fc9pe7Gbg6krFHSH,,4,Ghostly White,,Funky Shades,Martu,,Pleased
2825,9.25,3853,60.09,https://magiceden.io/item-details/6H9wP88Pdeco9vDQECiGr4bdNQAwJ15XDKiA1FLwmaCS,Spectral Companion,7,Lime,Escape Rockets,Spectral Auditors,Barada,Aerodynamic Cap,Pleased
2827,15,175,17.3,https://magiceden.io/item-details/3VXxAKd5c3RD3oCAZbGZr2AZya1PLvxZrgw2BjNtLPYW,Resplendent Deflector,7,Light Pink,Captive Ear,Cybernetic Beamers,Barada,Budding Coral,Aggressive
2828,12,3718,33.13,https://magiceden.io/item-details/4MYSKhjAxTUxv8ydSMaxrYq4i2C4m7jAU8tUAhu5ytKS,,6,Lime,Satellite Dish,Nebular Optics,Martu,Plasma Beam,Excited
2836,900,273,0,https://magiceden.io/item-details/Bx5PnSNq2azsX9waMsTksZqie4nXZ5nJWpsaWY6mQrvo,Colonels Finery,7,Light Pink,Cosmic Gas,Geckonic Sight,Martu,Galvanic Helm,Excited
2848,15,2025,9.9,https://magiceden.io/item-details/4PTtqg71nzc3n7PXLAaRXE3SkctEYkrE4ZFF3eVigahr,Magnanimous Rocketeer,7,Striped Blue,Cybernetic Recorders,Villainous Visor,Barada,Lunar Replica,Pensive
2852,7.2,3512,81.95,https://magiceden.io/item-details/6zM91u9yrh9gaAu25Hrw6iiexHSZKhRnHL8tQjKAKtSJ,Pointy Statement,7,Light Pink,Intergalactic Fins,Optical Enhancements,Targari,Defensive Cannon,Pleased
2858,30,5914,0,https://solanart.io/search/?token=5APSc1JhradnKYB6dZmQYNRJN3F7BitTCUyZ2UEwEs4n,Nebular Wormhole,6,Spotted Kiwi,,Galactic Inspectors,Martu,Aerodynamic Cap,Pensive
2862,249,8078,0,https://solanart.io/search/?token=FXD9nj5SSiekhYBbsfgoM5psNd9rSNoVPbakYDTffyxt,,4,Spotted Turquoise,,Sun Beams,Martu,,Augmented
2866,70,151,0,https://solanart.io/search/?token=BELQGDwx9SrKhUSUki7CHRPFz3v13r6DUUBBRWeLARQr,Excellent Padding,7,Striped Blue,Portable Satellite,Engaging Pupils,Barada,Grabber,Augmented
2869,20,1345,0,https://magiceden.io/item-details/9aVShSJEgYKeKrHL7gRyLMCvs2eYczooW83hoT3NJ8vY,Mini Cruiser,7,Orange,Viral Implant,Orbital Retinas,Barada,Useless Compass,Hungry
2873,23,9007,0,https://solanart.io/search/?token=CAj4pUJRTg4nfikBfw2FHdriztLnduGXVCZFmXUT4ccP,,5,Printed,,Reptilian Gazers,Martu,Space Rat,Pensive
2877,6.8,7892,68.43,https://magiceden.io/item-details/FDHyDiDS9E6LopCSLMtGW7Reu4JxbM3RL74zU9SxC8vZ,,5,Spotted Turquoise,Ionic Flux Inhibitor,Vulgar Eyes,Martu,,Pensive
2881,20,9143,0,https://solanart.io/search/?token=38yEZEXYZ1PYYjy8V7ixrzu9YHdGgeWrESSGyCws2kdc,,4,Printed,,Ionic Disruptors,Barada,,Fanged
2888,300,105,0,https://solanart.io/search/?token=4qL1WGtMCiG8tHiSKA7PsA23F9uXu6GA81C4UqPGPnWY,Magnanimous Rocketeer,7,Spectral Black,Captive Ear,Galactic Inspectors,Martu,Identified Flying Object,Hungry
2891,12,2016,39.94,https://magiceden.io/item-details/6VTnumUTDXYE7C1Q5QWk9Nz2ysg2fJTqK8ijH8F3wFFn,Mini Cruiser,7,Striped Blue,Sublimatic Surveyor,Villainous Visor,Barada,Crystal Swag,Pleased
2893,69,7967,0,https://solanart.io/search/?token=D8QDmMPXEbsWwVC89mWcdaKRKSrWN65GiVZZApfToqKm,,5,Printed,,Optical Enhancements,Martu,Slab,Fanged
2894,8,5850,64.6,https://magiceden.io/item-details/EYfNDHABvAfu91dVHpWNGPD69SpZ2LEuNTqtbFqGBMJ9,Resplendent Deflector,6,Brick,,Galactic Inspectors,Alura,Gibbous Blaster,Pensive
2895,12.5,5042,22.83,https://solanart.io/search/?token=42MCo8g4rHaaBvWAxV1j43rvSYrxucEmGLP3qnRjESHr,Terraformers Uniform,6,Spotted Kiwi,,Groovy Perceptors,Barada,Taxidermied Space Pink,Pensive
2924,75,140,0,https://solanart.io/search/?token=DHiyiELx7fXzW4aiox82yR8MvYPVWFTnqp2CMuLQC4Jr,Spikey Space Trash,7,Ghostly White,Satellite Dish,Spectral Auditors,Barada,Lunar Replica,Toothy
2925,14.9,5744,0,https://solanart.io/search/?token=5ABuac81LEYG1kEenzZALp82RmcXuUvDUD8y2qadTyBV,,6,Brick,Decorative Bolt,Reptilian Gazers,Martu,Lunar Replica,Wise
2930,14.9,1415,13.34,https://solanart.io/search/?token=6KPSE8SxYfF4AAKH8GehYsHpXwBs1ssY5UyV9HTHjvUZ,Pedestrian Trappings,7,Orange,Miniature Geckos,Orbital Retinas,Alura,Defensive Cannon,Toothy
2934,8,5258,66.97,https://magiceden.io/item-details/HKioJGmPFsvzYMtxu98FncZQaNgoLmeVrsmC8eu9Mjso,Orbital Frock,6,Orange,,Deluxe Shutters,Alura,Ionic Fizzler,Toothy
2939,300,1663,0,https://solanart.io/search/?token=2BdrttGXtgZUsXHMPQcdGgSUyufknTMzauZwhM8hXHpX,Spectral Cheesecloth,7,Light Pink,Miniature Geckos,Sun Beams,Targari,Plasma Beam,Wise
2945,8.2,5515,63.94,https://magiceden.io/item-details/Ac4bQTJWxXbYxCFe2raCq6irpFAugKwd31GiDQLjpjto,Cybernetic Wiring,6,Brick,,Cybernetic Beamers,Targari,Solar Converter,Pensive
2958,13.99,1059,23.86,https://solanart.io/search/?token=ySjjkR7ECc9gTd6KAG6KM7qbR5WKyrwhQYwZ7gwU4CL,Lunar Robes,7,Orange,Decorative Bolt,Nebular Optics,Barada,Signal Deflector,Toothy
2976,12,8451,14.19,https://solanart.io/search/?token=B6zGh8g9cbxN9pojBCyghaAoFi8BPHUpZLHqiftTDMV,,5,Orange,,Groovy Perceptors,Barada,Viral Intruder,Wise
2978,14.2,8856,0,https://solanart.io/search/?token=25NdhV45wwMFw9TVeHDw2WUH6ApBW9GUsSfY9D72UtgP,,5,Light Pink,,Sun Beams,Martu,Useless Compass,Pensive
2981,31,7846,0,https://solanart.io/search/?token=8QXZuNVLorvnWQ5DXPRL2qPjCswGYtgwL6Cs8rpBZqnV,Martian Tunic,5,Brick,,Engaging Pupils,Martu,,Pensive
2984,25,3613,0,https://magiceden.io/item-details/AyCV3UZCYAiNkbXoRj1DTSfs6LGQH2CSPCyMZRFrbcVj,Miniature Companions,7,Light Pink,Decorative Bolt,Mixed Reality Grid,Barada,Grabber,Pensive
2987,13,2392,28.43,https://solanart.io/search/?token=TLvfjzPBTxDBdXCdQaNz9HQ26pUQZ1k6y4ceru9QH8P,Pointy Statement,7,Spotted Turquoise,Prismatic Sensor,Funky Shades,Targari,Clever Coathanger,Pensive
3000,7.8,1964,82.14,https://magiceden.io/item-details/4sn7D5tALpPjUrh1vvYs6YFo62isQFmvadMyjBQdq28P,Crystalline Regalia,7,Spotted Kiwi,Equinox Boosters,Orbital Retinas,Martu,Taxidermied Space Pink,Pleased
3007,199,8888,0,https://solanart.io/search/?token=4HfkzWfaXMsAUjgoPd1p1v3Kg2j3qz2py8FrcwbHFNXq,,4,Ghostly White,,Ionic Disruptors,Barada,,Pleased
3016,85,4911,0,https://solanart.io/search/?token=2P6wXSki73VZ2saK6r2eRJJ3aFh9fJ87XyPq1nLv3r7Z,,6,Brick,Cooling Vent,Creepy Peepers,Targari,Identified Flying Object,Toothy
3025,37,1203,0,https://magiceden.io/item-details/9CGw5VMSGuQxM3VvB5Ay8KPVH2LnuDsZKdmY8jPrh4sN,Cosmonautic Shielding,7,Spectral Black,Viral Implant,Sullen Eyes,Targari,Space Scraps,Pleased
3027,33,7210,0,https://solanart.io/search/?token=AHxxqYfA8nK5XW4pdoe7XBSZSdfLPTyE18SmBPEJjfMb,,5,Spotted Turquoise,Martian Speakers,Wonky Headlights,Barada,,Fanged
3036,19.84,1192,0,https://magiceden.io/item-details/DRizrv3qH4JMtx7c9pR5q3wRBZEmQx2vQ6sKagFZzQKm,Pilot Garb,7,Printed,Prismatic Sensor,Mixed Reality Grid,Targari,Useless Compass,Wise
3037,12,7662,17.35,https://solanart.io/search/?token=7zd4kiT9aFrxHwmKk6BkuiFPPe5YuWvgSLYh2yuQqbty,,5,Orange,,Spectral Auditors,Targari,Taxidermied Space Pink,Toothy
3039,25,6566,0,https://solanart.io/search/?token=EUS5VWGcakyx98eWndyVp24WWU8RwE9i9h6ew3CsUxt8,Augmented Exoskeleton,6,Brick,,Paranoid Eyes,Barada,Slab,Pleased
3044,200,7313,0,https://magiceden.io/item-details/6f2nDzMeNPbUU9eyWKt1HUpSUUUhWXiiBTzyeDRorTkJ,,5,Printed,,Nebular Optics,Targari,Micro Thingamajig,Augmented
3065,22,6553,0,https://solanart.io/search/?token=HTgkCPm9FrtKmV2UTKdMta4A9VctciNc4j4pnjZkTGaa,Pointy Statement,6,Lime,,Prying Eyes,Alura,Reliable Antennae,Pleased
3067,275,742,0,https://solanart.io/search/?token=53TkzjwAbAD4y7CaiWLUfBRfZcogaHHKXzWZy7hBnHBq,Heroic Foil,7,Lime,Cooling Fan,Deluxe Shutters,Alura,Identified Flying Object,Toothy
3068,14,1543,21.83,https://solanart.io/search/?token=DV61PBh7BMiRtFLM2WheAKZgcd8t8doAavyYJAVc4LYJ,Augmented Exoskeleton,7,Printed,Gravity Dongal,Galactic Inspectors,Barada,Reliable Antennae,Toothy
3075,69,492,0,https://solanart.io/search/?token=HBJe8g2KQ3FhZfXX7gW1zerHG7iRF3aS8Qjfavqj13FB,Heroic Foil,7,Spotted Kiwi,Stellar Shifter,Scoundrel Winkers,Alura,Reliable Antennae,Hungry
3079,477,3656,0,https://solanart.io/search/?token=26KWvXPzrSRFB6qiDcpd1QVmhgBDHhgkHkGaKePxiSTu,Frivolous Costume,7,Spotted Kiwi,Pulsing Sizzlers,Villainous Visor,Targari,Decorative Boomshot,Pleased
3083,32,8569,0,https://solanart.io/search/?token=GA7MEhxf455BDjxisNUMhHvvrhUufmcX79e6UUYf6jdh,,5,Brick,,Paranoid Eyes,Barada,Electric Doodads,Pleased
3085,10,3361,54.55,https://magiceden.io/item-details/5puUTVjEvsLfpp8rn6whdpWJzx2mFUHJedUJfq9YXUVK,Mini Cruiser,7,Orange,Cybernetic Recorders,Sun Beams,Targari,Decorative Boomshot,Pensive
3098,99,613,0,https://solanart.io/search/?token=4jswumvKGWQZezy7JqvRNUxeovGBQwuw3RjZPpjWhfQK,Nebular Wormhole,7,Printed,Intergalactic Fins,Expensive Scrutinizers,Targari,Plasmatic Guzzler,Aggressive
3116,10,5282,46.87,https://solanart.io/search/?token=BrMK8DLqAxKrNWnr5vEftA1PWyeeGGHGp3ycbRe6sMuv,,6,Spotted Kiwi,Side Plating,Incisive Oglers,Barada,Automatic Rocket,Pensive
3120,10.75,6143,35.93,https://magiceden.io/item-details/C8zvDctjpg8xt7ozyg9B63ZLhRYXEjdcRbznWGhx2NnF,Crystalline Regalia,6,Orange,,Sun Beams,Barada,Reliable Antennae,Pensive
3128,8,2856,76.57,https://magiceden.io/item-details/67tCt4MzvQMAyL8wGD2EZs5mhZkb1wWbW1ZXbRjhkY4E,Racers Regalia,7,Light Pink,Prismatic Sensor,Geckonic Sight,Barada,Solar Converter,Pleased
3129,96.942,159,0,https://magiceden.io/item-details/GeHdpLJGx5eq5Tz9PwNEBfZMJVQ3UJ4mmsrcnb62huTp,Sentient Virus,7,Printed,Portable Satellite,Gilded Lenses,Alura,Photon Harvester,Excited
3130,40,723,0,https://solanart.io/search/?token=8AR7qXbm8i8EshJh6DYduB4S8yBpPpGoXHsANhW1JtRG,Excess Hosing,7,Striped Blue,Metallic Mesh,Groovy Perceptors,Targari,Glorious Trespasser,Wise
3137,15,6631,0,https://magiceden.io/item-details/9PnPV52bFeeheBA7XDt7HhNNyToBN7UJR5zbFvoDuFyx,,6,Orange,Ionic Flux Inhibitor,Prying Eyes,Martu,Galvanic Helm,Pensive
3139,12,718,45.13,https://magiceden.io/item-details/95QJCc8i5mEAzMZiAu8ViBLFfU6BinLiEA8G6E9DEzNN,Spectral Companion,7,Striped Blue,Cooling Fan,Extendable Examiners,Alura,Decorative Boomshot,Hungry
3148,160,3746,0,https://solanart.io/search/?token=8MQwzbNUQEBimBQr8Q4HrRA8j9Fw5LQ3t4zPynJ3eDWK,Brainy Undergarments,7,Lime,Prismatic Capacitors,Sun Beams,Martu,Gibbous Blaster,Pleased
3159,100,2448,0,https://solanart.io/search/?token=3PjQerhkpcT2Sg1C9XcAKgmG3Q6YA6Pp4bvZJkmqQNXS,Terraformers Uniform,7,Light Pink,Interdimensional Transistor,Spectral Auditors,Barada,Signal Deflector,Pensive
3163,99,3286,0,https://solanart.io/search/?token=2UUV4oWvVRnHwUBxJF1VF3sMNdTiA5Zj1TrjZVfGWZfA,Solar Insulation,7,Striped Blue,Pulsing Sizzlers,Sullen Eyes,Alura,Aerodynamic Cap,Pensive
3175,15,4145,1.42,https://magiceden.io/item-details/DHJwvubaXVzJchgb2QhDM9HNeNLPXhZtvktDZiC5wCpk,Electromagnetic Ring,6,Brick,,Galactic Inspectors,Martu,Decorative Boomshot,Excited
3195,120,4628,0,https://solanart.io/search/?token=3peJ5D1itiqTyijLdtYQA1aeQcSHn6k1KdwLxYMyhz3V,,6,Spotted Kiwi,Miniature Geckos,Glossy Zoomers,Martu,Budding Coral,Wise
3200,22,1836,0,https://solanart.io/search/?token=2CBwUVwz7nB3UTo57AZDWhU2NbbfwG4132ScPopcj7Qo,Solar Insulation,7,Printed,Miniature Geckos,Cybernetic Beamers,Targari,Gibbous Blaster,Wise
3206,10,4906,48.37,https://magiceden.io/item-details/CKsByaEcAgtHQH274Ruxn72bEMPB3wnepzG229KGeTMG,Nebular Wormhole,6,Light Pink,,Glassy Detectors,Targari,Clever Coathanger,Hungry
3214,45,5326,0,https://solanart.io/search/?token=5w7RMYokhzEkQJppS4KjEgyaxqCGSpmMu8VH6qLbVs5G,Colonels Finery,6,Printed,,Creepy Peepers,Alura,Useless Compass,Wise
3216,20,7176,0,https://magiceden.io/item-details/2G4Nya2Mvs3wQwasw3ZvPsxswPLHgVa17gxpS5j1iP3M,,5,Lime,,Optical Enhancements,Targari,Space Rat,Excited
3228,65,3965,0,https://solanart.io/search/?token=3aPZ2J2UjxvWj7HwFf67VTJtE7skmQKMEruwQ4KHY12k,Orbital Frock,7,Printed,Viral Implant,Astral Projectors,Martu,Ionic Fizzler,Pleased
3237,20,2942,0,https://solanart.io/search/?token=6iksA77LYZ1NW8tqtQyJz54ZaS18j3s1W7V6GmPJnFYU,Magnanimous Rocketeer,7,Printed,Gravity Dongal,Prying Eyes,Targari,Glorious Trespasser,Pensive
3241,48,2434,0,https://solanart.io/search/?token=EPuQ4f3wd7kdmXdMNf9BTrZbond9xu9n8tLcvFdVmv7R,Solar Insulation,7,Printed,Intergalactic Fins,Galactic Sequencer,Barada,Galvanic Helm,Pensive
3263,15.5,7434,0,https://solanart.io/search/?token=2ddbf3xV2WsWhyuMWGkoDZz6wt8hBa1jHHSTWUaUgLN3,,5,Spotted Turquoise,,Extendable Examiners,Targari,Aluminum Cap,Hungry
3279,9.2,5561,53.75,https://solanart.io/search/?token=EQfQEJHVwJm7cWzYS6kECBzp2eYXf1i9aaUL81p17VkH,Martian Tunic,6,Lime,,Incisive Oglers,Barada,Useless Compass,Pleased
3298,300,313,0,https://magiceden.io/item-details/JE6jJgLmMdZsXoPcXcLVv71QVuhoSX8T6hDDs6qhfRMt,Pilot Garb,7,Spectral Black,Captive Ear,Groovy Perceptors,Targari,Lunar Replica,Hungry
3310,969.419983,9069,0,https://solanart.io/search/?token=7QWvzfGXYtS6KmjgFiDHLonNfypNx34TiB4z4dFNiY3B,,4,Neon Green,,Villainous Visor,Alura,,Pensive
3320,500,56,0,https://solanart.io/search/?token=Ep9iubdUqU8Lgi2tEo5vZzmVtNj6nLg2smwLgtDcngKT,Cybernetic Wiring,7,Neon Green,Intergalactic Fins,Spectral Auditors,Barada,Budding Coral,Toothy
3327,25,6088,0,https://magiceden.io/item-details/4oNVtvCKCE9FRVUR4J6zq2kSBV9476mwiG4wkUkZ8f38,,6,Spotted Turquoise,Captive Ear,Prying Eyes,Barada,Kingly Rings,Pleased
3331,16.9,7664,0,https://magiceden.io/item-details/4UiW7o1HdtrQhqVfbr5feVGWt2qpvFhcaqicV7PoTpEA,,5,Spectral Black,,Vulgar Eyes,Barada,Clever Coathanger,Pensive
3338,100,1960,0,https://magiceden.io/item-details/GTAhp6asfJHoTSxtSoAib8LbEgfbFMEeoo4RcBevbbBs,Augmented Exoskeleton,6,Ghostly White,,Galactic Inspectors,Martu,Slab,Augmented
3352,510,7854,0,https://magiceden.io/item-details/6KFeFkwg4hAcwzon4p9kYdWcjfouASw5kZbadby7pS7g,,4,Neon Green,,Ionic Disruptors,Martu,,Toothy
3356,31,1999,0,https://magiceden.io/item-details/65comjPMF9treMNu6vqkgcW1BPSaBAypEGCs8CdBNu7Y,Spectral Cheesecloth,7,Lime,Captive Ear,Optical Enhancements,Targari,Automatic Rocket,Wise
3360,299.98999,9982,0,https://solanart.io/search/?token=B5yVwhRLLho4SVgdaNwUfdTagm6qPCRmRjuuGTJT25J4,,4,Light Pink,,Stoned Eyes,Targari,,Pensive
3361,29,2840,0,https://solanart.io/search/?token=2y1nx6k9XEJdU7eguh383Tx5gCH8jotzESXKK2VdgSXc,Martian Tunic,7,Orange,Intergalactic Fins,Cybernetic Beamers,Targari,Crystal Swag,Pensive
3367,25,6828,0,https://solanart.io/search/?token=6bQMnespTJ7vroK4PgBBCFrMvUfCzeRjgjFZYKLZToGs,Lunar Robes,6,Printed,,Wonky Headlights,Martu,Gibbous Blaster,Pensive
3371,60,822,0,https://solanart.io/search/?token=G5dBJ6ojr9gKDpz9i24vtHRro95VNRbdZM6uZEHRx8an,Excess Hosing,7,Neon Green,Cooling Fan,Stoned Eyes,Barada,Mischievous Squatter,Pensive
