id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothes,Eyes,Eyewear,Face Accessory,Headwear,Mouth
1233,0.8,1067,83.78,https://magiceden.io/item-details/71eLGcYsZYsnEH6NxMEVhA2Cd17nXzCMCGYLp9ry1hcX,Gradient Black,Purple,Punky Ninja Pink,Laser Pink Raised,Scanners Green,None,Black Bun,Punky Rainbow
1262,1.5,786,80.16,https://magiceden.io/item-details/4bdjugQyyxkahTikwH83m8jonNFVp8DqpHks9r3xf2W4,Purple,Brown,Jungle Savior,Red Raised,Glitched,None,Cyan Samurai,Angry
1269,0.88,2425,66.67,https://magiceden.io/item-details/3w2q3mWkgoRRboJswLHa3wCsUcF3uwndrfg7DsPyyFMn,Gradient Black,Metallic Blue,Black PAC Cop,Black Raised,None,None,Black Wavy Bun,Punky
1276,1.3,1820,69.74,https://magiceden.io/item-details/5dBWPmgf2NixhoWck94MnX4TJzWbYaCr3Z31uUX7ZMmA,Purple,Purple,Cyan AKN,Normal Red,Robotic Blue,None,Cyan Samurai,Teasing
1277,1.5,1691,69.29,https://magiceden.io/item-details/CPoyZi23y18qrbvDS5wVQoTnkQS438Ms7STcreDozRiD,Gradient Purple Green,Purple,Cyan AKN,Angry Red,Laser Luminous Red,None,Black Horns,Normal
1293,2,2041,60.08,https://magiceden.io/item-details/47Nmm6D1wtiQUXMjH5Db6thjg1pU6AVsGyShiVdpm2TX,Gradient Black,Gold,Grey PAC Cop,Angry Red,Robotic Orange,None,Punky Green,Teasing
1302,0.58,1682,78.6,https://magiceden.io/item-details/J4h5UMVRWoJtHu34yDMVeqpxuDtZ3Pa7XpQanEJ2w23e,Gradient Pink,Purple,Punky Ninja Pink,Blue Normal,None,Purple Hazmat,Punky Green,Normal
1307,2,3225,45.86,https://magiceden.io/item-details/AF9qtdWEGQ8bW3mGAAKkRUufh22B5pBC2EwW34fQnMz9,Green,Gold,Punky Ninja Blue,Laser Pink Angry,None,None,None,Normal
1311,250,2841,0,https://solanart.io/search/?token=BE4KgqqrqYGzA51jeoK7HRMFPF7z3LuUNHczU1PVLQ4S,Gradient Black,Gold,Punky Ninja Blue,Red Raised,None,None,Green Chef,Sheesh
1317,1.666,518,81.72,https://magiceden.io/item-details/E7cMTmKB8e4SB7hvtaLKiRiWBMbdHF1ymTK3TdM5nQMQ,Gradient Black,Metallic Gold,Black PAC Cop,Normal Red,Thug Red,None,Black Samurai,Punky
1319,0.59,3258,59.56,https://magiceden.io/item-details/keNokBJLjr9agueo4zjbGYMj9vBVVknYTQgxrBj6Dpp,Blue,Black,Punky Ninja Blue,Black Normal,None,None,Pink Horns,Normal
1343,2,1728,63.84,https://magiceden.io/item-details/C7CiVthScgkocmXGYZDWhhAoJcr84Sgk8jyG9AAtKS2S,Orange Shades,Purple,Punky Ninja Blue,Odd Eye Angry,Scanners Cyan,None,Brown Bun,Normal
1360,50,1255,0,https://solanart.io/search/?token=G1f5PnpJFpetzEExQXDeZr9DGFjTD4kcwbyVPiChv2cL,Orange Shades,Black,Black PAC Cop,Black Raised,None,Cyan Indicator,Black Wavy Bun,Angry
1374,5,1666,34.59,https://magiceden.io/item-details/5PvZ4vV6smyyXYs3j4UkiX43J8KvBWfbxGXagEGXHWM9,Orange,Brown,Purple Samurai,Red Raised,None,Cyan MetaMask,Black Horns,Laughing Rainbow
1388,1,2593,63.45,https://magiceden.io/item-details/DezrRjyUWTtJHNgzcRbJ3CsoUsY7FfGqhhusXZiGC7i1,Green,Black,Cyan Samurai,Blue Raised,None,None,Black Bun,Laughing Rainbow
1389,0.99,544,88.17,https://magiceden.io/item-details/5zjvjB4Fh2WE7cWeNPwsBqdUz1m4btJAaHP6wYjLy3Lj,Purple,Brown,Punky Ninja Pink,Laser Pink Normal,Robotic Orange,Purple RT500,Cyan PAC Headband,Happy
1397,0.75,2752,64.04,https://magiceden.io/item-details/EhFWY1i7yLzUwtwrouPpMUjvsomgtDMFV5ASa35bi62D,Pink,Grey,Purple Samurai,Blue Raised,None,None,Black Samurai,Happy
1404,0.489,3064,62.91,https://magiceden.io/item-details/7vpHGZGTkdLFCzq7G8UtAHHMy6QYQ14DLs6qtyvwgNEG,Grey Shades,Gold,Punky Ninja Pink,Angry Red,None,None,Black Horns,Punky
1412,1000,3231,0,https://solanart.io/search/?token=48D48i717bgddMJ9yVMDWSqhJhsqTXkBYJEhDUgAaNo9,Orange,Brown,Purple Samurai,Normal Red,None,None,Black Horns,Normal
1419,250,2843,0,https://solanart.io/search/?token=GWQwoijVCcwdAxC67p6a35c95ZRUcieyLgnbeovXbXDt,Purple,Brown,Punky Ninja Pink,Normal Red,Robotic Orange,None,Brown Bun,Happy
1425,1.6,2014,64.41,https://magiceden.io/item-details/HysaUeBKMLUWCKkZ3v4G5Hj8GBHDVSebpvfacXwjgjvJ,Gradient Black,Grey,Cyan Samurai,Normal Red,Cyclops Red,None,Black Headband,Normal
1431,0.75,2927,61.94,https://magiceden.io/item-details/5KR1RNKA4nDcRvMNJABVsUArJmeT4b8t2qmjW2EhL78K,Orange Shades,Gold,Punky Ninja Pink,Black Normal,None,None,Black Samurai,Normal
1455,1.8,1189,72.32,https://magiceden.io/item-details/DF7wys6Vbh4EFA4B3QDdwLNpdvo2ZQW2zz9oVDG4kVzQ,Gradient Black,Gold,Punky Ninja Pink,Red Raised,Robotic Purple,Purple MetaMask,Cyan PAC Headband,Teasing
1472,11,3036,0,https://solanart.io/search/?token=3wd5zYgmhfRErGudZPgZ84NAnA8vUDFZAULYeCZqoikv,Gradient Blue,Purple,Punky Ninja Blue,Blue Angry,None,None,Green Horns,Teasing
1487,2,2277,57.25,https://magiceden.io/item-details/FeEY6yvMaHumdv6KWmn776ZCWzA1qVAUyZbMd1yV7FiY,Blue,Purple,Purple AKN,Normal Red,Scanners Green,None,None,Angry
1492,1.2,389,87.93,https://magiceden.io/item-details/DyJj1yXPS9Js26xZWxMfS9zD1jZ6RYghgkojPXeDUgqY,Gradient Blue,Purple,Black Samurai,Pink Raised,None,Cyan Indicator,Jungle Headband,Teasing
1494,1.5,2231,62.8,https://magiceden.io/item-details/HACpyhRTLijupkst72NMvnd1W7JaQ2H2vWioezMwLSmR,Gradient Pink,Purple,Jungle Savior,Red Raised,None,None,Pink Horns,Rainbow Sheesh
1498,25,1891,0,https://solanart.io/search/?token=DPu7xA6YT7WqsuayafbJkCPru4tSvmpmbBmw863B7Rkm,Pink,Black,Purple AKN,Normal Red,Laser Luminous Blue,None,Brown Bun,Sheesh
1549,1.68,1009,75.68,https://magiceden.io/item-details/FbpdhYiTPLUcUiyvUXaewGvazNfKhAmoB3vFGd9GEzp6,Blue Wave v2,Grey,Black Samurai,Normal Red,None,Yellow RT500,Black Wavy Bun,Punky
1558,2,1101,71.37,https://magiceden.io/item-details/13mCNGJnLdUzcaZxbA3x4yFQft39fQRduMgZYgeqrPbN,Gradient Purple Green,Black,Grey PAC Cop,Pink Angry,None,Cyan Oni,None,Teasing
1564,2,1317,68.78,https://solanart.io/search/?token=FiVpbG9aFFGRcJEkpQSWn2gg6jyB8PxnC2P2LvEKrLK4,Green,Gold,Green Suit,Black Raised,None,Black MetaMask,Brown Wavy Bun,Happy
1567,0.58,1247,83.82,https://magiceden.io/item-details/3ovQZkJ9KjC21uCt5coQCNWGNp6jhQjgGBUgDtAsyhwi,Gradient Black,Grey,Cyan AKN,Black Angry,Nightvision Blue,None,Cyan PAC Headband,Happy
1585,0.6,1132,85,https://magiceden.io/item-details/5jxpJHH5auTa5fiKvwdbz2454NxC8hXeRcoGUe2AH1c,Green,Grey,Black AKN,Normal Red,Orange PointyV,None,Cyan PAC Headband,Angry
1599,50.720001,1121,0,https://solanart.io/search/?token=nyFrQo8Q6mu3zLWkrooHc9zTMY43yqKEyxGcoysd97F,Gradient Purple Green,Metallic Pink,Grey PAC Cop,Black Raised,None,Purple MetaMask,Black Horns,Teasing
1600,1.8,905,75.73,https://solanart.io/search/?token=J1QaPVTFaiU6jghZ91WDf4zYepWQuyPtLxLFtk6RgBeX,Gradient Pink,Brown,Cyan Samurai,Fire Red,None,Purple MetaMask,Pink Horns,Teasing
1602,27900,2501,0,https://magiceden.io/item-details/CscnyZMZHfDJxQQhExwDTxc2Eqt51VNipFstNapAsbTm,Green,Black,Punky Ninja Blue,Blue Normal,Robotic Blue,None,Brown Wavy Bun,Normal
1605,0.59,1701,78.27,https://magiceden.io/item-details/FDbvF9bBGsjS5v81CPPPPcWBJRAPVdXNsvbDqcLM9rFx,Gradient Blue,Brown,Cyan Samurai,Normal Red,Robotic Blue,None,Brown Bun,Punky Rainbow
1615,1.89,295,82.16,https://solanart.io/search/?token=3Ncis5jwHFyH76uqxLYG8hkwL4rUuGw9obXGiDQgWW9G,Green Shades,Purple,Punky Ninja Blue,Blue Raised,Punky Blue,Yellow RT500,Brown Wavy Bun,Teasing
1629,2.5,1893,56.86,https://magiceden.io/item-details/68HzVdcnB9fUL71a4n5tGcRmbTvaG6QCdi1tKCuAzfYA,Gradient Pink,Brown,Cyan AKN,Red Raised,Robotic Purple,None,Pink Horns,Happy
1640,1.9,1268,70.37,https://solanart.io/search/?token=3DvLYENPNhpjYNTffJYLC4RafSg4XPME3AxW4syCrqr2,Blue,Brown,Punky Ninja Blue,Black Normal,Uptownfunk,None,Black Bun,Laughing Rainbow
1656,0.63,2407,69.39,https://magiceden.io/item-details/LYzJnVcpm9tjyHBJEqLBeeNwYJFWQzYQUsuGVh1o69j,Gradient Purple Green,Brown,Cyan Guardians,Red Raised,None,Purple MetaMask,None,Punky
1665,20,32,0,https://magiceden.io/item-details/JBadymuP7inLuAEiVEbkWSTKgCD2i33riuQPKXVXNSow,Gradient Blue,Bolt Green,Punky Ninja Blue,Pink Raised,Laser Luminous Blue,Green Indicator,Cyan Headband,Sheesh
1673,1.88,1491,67.89,https://magiceden.io/item-details/6FLub4Sd8JSe1HWRtDgdMpeSLswd4HGdWNnUyLGj2ST3,Purple,Purple,Cyan Samurai,Red Raised,None,Silver MetaMask,Green Horns,Rainbow Sheesh
1680,2,1501,66.57,https://magiceden.io/item-details/5qQor81qvkTwG91x19wsMeJdcG59EkihcoLg2p5Fg6DR,Blue,Purple,Gold Spacesuit,Normal Red,Cyclops Red,None,Pink PAC Headband,Normal
1694,0.6,1489,80.71,https://magiceden.io/item-details/FZyCAq6Aw3E89TYBxvp8DE968xVbTYx6oFJtTk3zY8jA,Gradient Black,Black,Grey PAC Cop,Black Angry,None,Purple Indicator,None,Punky Rainbow
1711,1.299,286,88.17,https://magiceden.io/item-details/5iSg9YthD1Fq1gUUs7EFFfZ2rBy9oMdypPFATy4mvqm9,Purple,Black,Punky Ninja Pink,Normal Red,Thug Green,Purple RT500,Jungle Headband,Normal
1716,7.7,2107,2.29,https://solanart.io/search/?token=5q6EmKC7Zg2eq8EDUPUaZmhL3nqF1kHrX8QBk1Kf521y,Green Shades,Black,Black AKN,Odd Eye Raised,None,None,Brown Bun,Sheesh
1717,1.8,2083,61.58,https://solanart.io/search/?token=82Mf1Cm6TbLSsJymd83S1WyExWVkrSMm15tWkFrGazZe,Green Shades,Grey,Gold Spacesuit,Normal Red,None,None,Purple Samurai,Sheesh
1727,5,799,45,https://magiceden.io/item-details/G7L8PmYxY5rxwd8apyVzr65ACfwHnqW8ZQg3rz2bUtFJ,Purple,Black,Purple Samurai,Normal Red,Nightvision Blue,Black MetaMask,Pink PAC Headband,Happy
1736,5,1937,31.33,https://magiceden.io/item-details/AZW9LVWjW4Y9PNEMSCtjQj8drXAMWxrg8Gg6wQH88iTa,Purple,Grey,Black PAC Cop,Blue Normal,None,Cyan RT500,Brown Bun,Happy
1741,1.8,2102,61.35,https://solanart.io/search/?token=91Mdnyn5yG8DKusVnkfkCMZavEyaBHQrh9xtNr9xJRAj,Gradient Pink,Gold,Punky Ninja Blue,Blue Angry,Robotic Purple,None,Pink Horns,Teasing
1748,2.5,1927,56.45,https://magiceden.io/item-details/GgDfqY4SUFQoV7gPhYf2kyK5UB2fKPkaqXwzsEMsgGLH,Gradient Pink,Metallic Gold,Gold Spacesuit,Normal Red,None,None,Purple Samurai,Normal
1751,0.67,2562,67.13,https://magiceden.io/item-details/5uS1UL1aaMKPAQCzvP6s4q9CbB1ZqGmirMH1RuaAcCJL,Gradient Blue,Grey,Grey PAC Cop,Odd Eye Raised,None,None,Green Horns,Normal
1754,2,234,81.79,https://magiceden.io/item-details/EYtaiycNewbj9YrFjQ3t2DLXynRbh2sTu8549v6xJu1R,Purple,Purple,Punky Ninja Pink,Odd Eye Normal,Scanners Pink,Green Hazmat,Cyan Headband,Teasing
1759,3,978,62.85,https://magiceden.io/item-details/A1xH8ffJQeUyiaBUsoKnUx7dhP97JUZCQBKyLZZD6JyT,Gradient Pink,Purple,Cyan AKN,Laser Pink Raised,None,Cyan MetaMask,Cyan PAC Headband,Sheesh
1764,2,1826,62.67,https://magiceden.io/item-details/TugpsiH9XgA3zAqU6PYCbeK1cX31EBNkWgzkprsVh6P,Gradient Purple Green,Brown,Cyan Samurai,Black Raised,None,Cyan MetaMask,Cyan Headband,Happy
1773,0.89,1429,78.53,https://magiceden.io/item-details/6XcPNYB8cF3sxjdwQ53ctYutiCfkZfTFHz1Wzr6uHEnj,Gradient Black,Metallic Gold,Purple AKN,Odd Eye Raised,None,None,Purple Headband,Angry
1776,2.8,2149,50.79,https://magiceden.io/item-details/8WirQqaq1veJ7LtMEXtZYgt9GxNNQ3YzV7RJsSh5Haq9,Gradient Black,Brown,Black Samurai,Black Normal,None,Purple Indicator,None,Punky
1782,2,147,82.83,https://magiceden.io/item-details/BkPtUfvYpjJjWGcFYvG5YZkNcxW9HtJ8yVAxUin1cord,Blue,Gold,Cyan Guardians,Black Normal,Orange PointyV,Red Indicator,Black Wavy Bun,Angry
1791,5,2010,30.46,https://solanart.io/search/?token=BqKYv4kSd6f4zY9kogiFGSRL1Jcmm5zf84Ds2DGckV4t,Gradient Blue,Grey,Purple Samurai,Red Raised,Laser Luminous Blue,None,Black Wavy Bun,Angry
1807,0.69,2454,68.22,https://alpha.art/t/6rw5vBtxwR9dckcMtBpj9YkiZUYrDyY7eP6FwFn6F1xm,Gradient Purple Green,Metallic Pink,Punky Ninja Blue,Black Angry,None,None,Cyan Headband,Angry
1811,1.6,596,81.44,https://alpha.art/t/4L46i4zojAmBueqABn2bCUKuXFXtb2Txy5d7jLZSrymk,Blue,Purple,Cyan AKN,Normal Red,Robotic Purple,Yellow RT500,Punky Pink,Happy
1812,0.54,2159,73.27,https://solanart.io/search/?token=FrsXsPVL8e1TuFx37WPDwfdGHFNZs6rn9bquFw6aepvd,Gradient Blue,Grey,Punky Ninja Blue,Blue Raised,None,Purple MetaMask,Pink PAC Headband,Normal
1820,2.6,2297,51.01,https://magiceden.io/item-details/5WoWBWRPc9sfcXLS3WXiFUge9SeB56UNCfFz5AzqPqs,Purple,Gold,Punky Ninja Pink,Black Angry,None,Purple Indicator,Brown Wavy Bun,Happy
1832,4,1187,50.34,https://magiceden.io/item-details/GfMPeHnM6MU3e2dckSmHiTr2jZQWfedML4Fvw9iLiYnR,Gradient Purple Green,Purple,Grey PAC Cop,Sleepy,Cyclops Blue,None,Cyan Horns,Happy
1838,1.8,2523,56.29,https://solanart.io/search/?token=E7BtYybLbk5KnDr1BZG6GU7gF4JfDyzD7AWnrbfzcwh2,Green Shades,Black,Gold Spacesuit,Blue Raised,None,None,None,Angry
1841,3,2587,43.52,https://alpha.art/t/6fxNhZwVxGXnqR9Gr3QDjkkFnSM35j4ACYY46StfqLaf,Green Shades,Grey,Purple Suit,Normal Red,None,None,Black Bun,Normal
1842,1.5,3312,49.82,https://magiceden.io/item-details/5JL8ZQq6EGgL9uHAqmzUkPsTeJjgyS596Zwfdf5KzAgF,Orange,Purple,Punky Ninja Pink,Black Angry,None,None,None,Teasing
1869,1.89,2745,52.73,https://magiceden.io/item-details/FQ39nRXapxYyo4Au4Ts7NtP8mn8VxkmqT7VZBsBaLxEu,Orange Shades,Brown,Black Samurai,Black Raised,None,None,Pink Horns,Teasing
1876,6.6,315,34.82,https://magiceden.io/item-details/HypKPLSfs4K4YJfm3G9DcHgwjTRGYfp4qW3Moo5Pub2h,Gradient Pink,Metallic Gold,City Savior,Blue Normal,Punky Green,None,Black Headband,Normal
1886,3,1818,52.76,https://solanart.io/search/?token=HYcaiHtxhnKuKhCoDVSixARGEGeuWVxsxiJiDgNRUszP,Green,Grey,Punky Ninja Pink,Angry Red,Laser Luminous Red,None,Blue Tron,Normal
1915,0.8,1726,75.87,https://magiceden.io/item-details/9Qnd9FQa1iQ6zk7ygZvsXqPiTtcTcKUB5gsZHxk6Z4FW,Gradient Pink,Brown,Cyan Samurai,Blue Normal,Scanners Cyan,None,Brown Wavy Bun,Happy
1932,1.5,1639,69.91,https://magiceden.io/item-details/Do58oU6XaggF6S9nJkMhCcxUMNLPtp4g97RSR3Eo8TaE,Green Shades,Gold,Punky Ninja Pink,Pink Angry,Robotic Orange,None,Black Horns,Normal
1944,2,199,82.21,https://alpha.art/t/4Ssko1zP2FgzcAFZnS5BbCuYUdpuotDRciVcSVRCK6tL,Purple,Purple,Purple AKN,Pink Normal,Cyclops Pink,Purple Hazmat,Black Horns,Punky
1945,18,2859,0,https://magiceden.io/item-details/48P1UvXSJWPLY9XRAE3mgF6PaoMNAPw58P2nVDRsfmDA,Purple,Gold,Cyan AKN,Black Normal,None,None,Black Horns,Angry
1963,1.8,1485,68.76,https://solanart.io/search/?token=HuHmbKA7gDiLNrW2ER3cugm9EwBQYVRGRBMJZ7DSXHTA,Pink,Purple,Cyan Guardians,Blue Raised,None,Pink Oni,None,Happy
1973,2.1,606,76.32,https://magiceden.io/item-details/CwJPSmEL4Ck4RwXa7eG3Mvn8aM6gFJiBsGfzXXRgKyvR,Green,Gold,Punky Ninja Pink,Black Angry,Thug Golden,Purple Indicator,Cyan Horns,Normal
1979,75,649,0,https://solanart.io/search/?token=CsR4UkqqZgWqixa5MfuLjMCjXZvc11EHXMNEviwhtEZf,Pink,Grey,Pink Guardians,Blue Raised,Scanners Cyan,None,Cyan Samurai,Laughing Rainbow
1989,2.99,522,68.43,https://magiceden.io/item-details/GaY9fV3eiB7GqaYFVRgSn1ZdpToDNgqx6gV12RE8hua6,Gradient Black,Grey,Black PAC Cop,Blue Raised,Uptownfunk,None,Yellow Tron,Angry
2020,109.059998,3318,0,https://solanart.io/search/?token=4ihGkZb1PPhDXxuziwcdNbVWuZCTJQMS3XvT53iqSnGm,Green,Brown,Punky Ninja Blue,Black Normal,None,None,None,Angry
2046,1,2888,59.91,https://magiceden.io/item-details/2sBfoHhFQVtG33bfFLypXByJh4CQ4Muo3EJLoccmG3Ru,Gradient Blue,Brown,Punky Ninja Blue,Pink Angry,None,None,Brown Wavy Bun,Angry
2049,2,1917,61.57,https://magiceden.io/item-details/G8tRDfRfWFkjLaWELodV8y7LzypXGnhuUjAQtUHj4VLV,Gradient Black,Grey,Punky Ninja Blue,Blue Raised,None,Cyan MetaMask,Cyan Samurai,Angry
2050,1.5,227,86.87,https://magiceden.io/item-details/FWFajZUFVPMmRfzNqL5CUpMvURY9HHiZEF4PDCsmde46,Gradient Pink,Black,Punky Ninja Pink,Angry Red,Rainbow Laser,Green Hazmat,Purple Tron,Happy
2055,2575,2673,0,https://solanart.io/search/?token=6gzjMcb6cWzWAnKV1UzPaBLnzGhnT7vH4JHV82Hi7U5Y,Gradient Pink,Purple,Punky Ninja Blue,Blue Angry,None,None,Yellow Tron,Normal
2081,1.44,2670,58.13,https://magiceden.io/item-details/HNvsXM7pH6rY3brKV3QZVdNajFBpfp4o6TtCQq3CrRF6,Pink,Black,Black Suit,Angry Red,None,None,Black Bun,Happy
2085,5.7,780,38.23,https://magiceden.io/item-details/Ar3qoF1n9TavgrgKM4CfzoTQxU7ZphtCejSc77C63GpK,Grey Shades,Purple,Purple Spaceuit,Angry Red,LED Luminous Pink,None,Black Samurai,Normal
2091,2,670,76.55,https://magiceden.io/item-details/bAJEE64ihah8i9tByV57N3aRh2DXB1dPSd943gzE5SG,Green,Black,None,Angry Red,Pink Laser,None,Black Bun,Punky Rainbow
2098,0.75,1822,75.21,https://magiceden.io/item-details/8nQNW4j5n5CA5hbXcbAsB5Cy9PbTQix7F1uiJnLrwUeh,Blue,Grey,Cyan AKN,Angry Red,Thug Golden,None,None,Happy
2106,10,1206,0,https://magiceden.io/item-details/F7zwnTNLUT24UN9ioKh9cGrQXqrKB4wcSPrvrmptuMvp,Green,Black,Jungle Savior,White Possessed Raised,None,None,Punky Pink,Happy
2117,0.95,2725,62.37,https://magiceden.io/item-details/EVoJwULV113XeBXxERucA2rrmLw1Zd2P9pSAi55BxZNU,Gradient Black,Gold,Punky Ninja Blue,Normal Red,Robotic Blue,None,Black Bun,Angry
2125,0.5,2515,69.39,https://magiceden.io/item-details/FSpa5kPtjqZoicTafyAG4V9ggctZ8SCTxd8oaNoGJzy7,Gradient Pink,Brown,Grey PAC Cop,Pink Angry,None,None,Black Headband,Happy
2129,4,132,63.01,https://magiceden.io/item-details/C3wtq825muBi4AerEcmivtceaX6E4XesoNywcjguyquM,Pink,Metallic Pink,Cyan AKN,Black Normal,Cyclops Red,Green Indicator,Brown Wavy Bun,Happy
2137,0.8,2371,68.12,https://magiceden.io/item-details/4ytLksXkdgUC3Z5TUnPXhgoG8zieN6YMzytvKtBigSK2,Gradient Purple Green,Brown,Purple Samurai,Black Normal,None,None,Purple Headband,Rainbow Sheesh
2140,0.8,2435,67.35,https://solanart.io/search/?token=2TQruKjELikHHm132UBfjfbnCv4F2qxQ3CVhEkZz3NJC,Pink,Gold,Grey PAC Cop,Normal Red,Robotic Blue,None,Black Bun,Punky
2150,1.5,1174,75.5,https://magiceden.io/item-details/nBnCcfajXvuTyLkynrExjqMZMhgotKDFosDtMS5YeW3,Blue,Grey,Punky Ninja Pink,Blue Angry,Robotic Orange,Cyan MetaMask,Black Wavy Bun,Happy
2167,0.67,3145,60.12,https://magiceden.io/item-details/AYLhCecucih61ZxrdHmYQuycUXyuBkAgQydgiR6CGKWQ,Gradient Purple Green,Gold,Black AKN,Red Raised,None,None,None,Teasing
2196,1.45,2385,61.45,https://solanart.io/search/?token=6X3ZAyDy3xAWCwYxEABUpNKehkVUWYWD6Yk2XTNtWv9W,Green,Gold,Punky Ninja Blue,Angry Red,None,Cyan Indicator,Brown Wavy Bun,Normal
2206,1,3255,55.5,https://magiceden.io/item-details/EbtVsTajQ9Svz7Lqgm71FNWdrUXYpYn24Xi8pQPkSuXp,Purple,Brown,Punky Ninja Blue,Normal Red,None,None,Cyan Horns,Sheesh
2211,2.1,1859,61.27,https://solanart.io/search/?token=3UnxDFUcX4AEJfcqbYtdLdFQ3j1zqp2Xq7jtR79LhcF6,Pink,Grey,Cyan Guardians,Angry Red,Robotic Blue,None,Cyan PAC Headband,Teasing
2233,1.69,2415,58.69,https://magiceden.io/item-details/2i7yRE9Q5cjL6DzPTyUsGoCsbecNRH1Eg9n4uux625hh,Blue,Brown,Cyan AKN,Black Angry,None,None,Brown Wavy Bun,Punky Rainbow
2247,0.49,2731,66.9,https://magiceden.io/item-details/6y3hgDXARjrSRtWR1DasHcCgUFw2xfdZoBWgQ9xLeXkh,Pink,Gold,Cyan Samurai,Black Raised,None,None,Cyan Samurai,Angry
2248,5,984,42.78,https://solanart.io/search/?token=CtjdjRk74fExVGAhm6W1CLnmtkRwCajEjj1uTysVUy5B,Orange,Brown,City Savior,Blue Normal,None,Red Indicator,Cyan PAC Headband,Normal
2261,3.333,808,61.56,https://solanart.io/search/?token=B7Xv2umybGPeUjMqzCi9karfqBkCxSag97kdPHAjdRax,Blue Wave v2,Brown,Punky Ninja Blue,Normal Red,None,Pink Oni,None,Laughing Rainbow
2263,1.15,247,90.13,https://magiceden.io/item-details/EiMfBHsr9XDAGibBpwdtw7d5fGmHh5n6BBN8vPnqm8Fg,Blue Wave,Gold,Grey PAC Cop,Pink Raised,LED Luminous Green,None,Purple Samurai,Normal
2264,0.69,1343,81.57,https://magiceden.io/item-details/GB3UQgFrDa2JgT8df8ibzcYcQcLPgtz3jfN2ebKeQUAi,Orange,Brown,Punky Ninja Blue,Pink Angry,None,Purple RT500,Cyan PAC Headband,Sheesh
2268,5500,2568,0,https://solanart.io/search/?token=hWSefKbU583pBEJuWdi8jmM5Htt4PXxZsmkDM9QDQMj,Pink,Grey,Cyan Guardians,Pink Angry,None,None,Brown Bun,Teasing
2269,3,2123,49.1,https://solanart.io/search/?token=D3dc28ysCwkhzkTmJECPZJ359wDMDvhsnMq48B1sxFKh,Blue,Purple,Punky Ninja Blue,Black Raised,Cyclops Blue,None,Purple Samurai,Happy
2270,2.75,2505,47.01,https://solanart.io/search/?token=Dn7HBhkZVu4G1nYPGCWC6c7eNjshZuvf8F5rSXmdMyYj,Gradient Black,Metallic Gold,Punky Ninja Blue,Blue Angry,None,None,Cyan PAC Headband,Teasing
2276,0.65,1855,75.82,https://magiceden.io/item-details/CfHVVe2Cmp52SKumxUk7vivuekt6t2bEZZt7GZp7Vk3p,Grey Shades,Purple,Punky Ninja Blue,Pink Raised,None,Cyan MetaMask,Brown Bun,Happy
2291,5,1307,38.9,https://solanart.io/search/?token=3fiUvZAC1E2K166pKxrg2rMy357nKDmyFnHiS6TDeQVv,Gradient Purple Green,Purple,Punky Ninja Blue,Normal Red,Laser Luminous Blue,Purple MetaMask,Black Wavy Bun,Angry
2318,6,97,43.43,https://solanart.io/search/?token=A2sf3xjAjx9uwWAj69oaWBeR8VduihasSYAF8r4n4c17,Gradient Black,Brown,Gold Spacesuit,Black Raised,Scanners Pink,Cyan Oni,Punky Pink,Teasing
2350,1.5,466,84,https://magiceden.io/item-details/FCZiB2kdQE48NhAd3EXfhY3QsE8JP15gwWLT7sprt4f9,Blue Wave,Gold,Purple Samurai,Odd Eye Raised,Pink Laser,None,Black Wavy Bun,Angry
2351,2,666,76.6,https://solanart.io/search/?token=E6cmm1uVH9S1dv4PENL2Fk51bRze2twtkTspQM1qxa1W,Blue,Purple,Punky Ninja Pink,Black Raised,Laser Luminous Blue,Orange Hazmat,Punky Green,Happy
2360,0.75,1272,81.82,https://magiceden.io/item-details/5PickAafWojVWvDivSfFgVEaSah2gpV9L3tXmUkr7d2P,Green Shades,Brown,Punky Ninja Pink,Pink Normal,Cyclops Blue,None,Black Samurai,Normal
2372,2.2,3114,45.19,https://magiceden.io/item-details/8mjJuboS6xoxBUeuPRpzBKJqCBVV55vNe1bC9M7BC16E,Orange,Black,Black PAC Cop,Red Raised,None,None,Pink PAC Headband,Normal
2397,30,1939,0,https://solanart.io/search/?token=EsuorSvMSYa5T2UTNeahXDbXLurrfTM56f3pRS396qw2,Gradient Pink,Metallic Pink,Purple AKN,Blue Normal,None,None,Purple Headband,Normal
2399,4.2069,609,55.22,https://magiceden.io/item-details/5P3EXgVLPTenFuLAyNQ4ESiFG9zLXMnA8iFoFYrLnMMi,Orange Shades,Gold,Punky Ninja Blue,Red Raised,Scanners Green,Cyan RT500,Black Horns,Angry
2402,0.6,2775,65.27,https://magiceden.io/item-details/7tiBcSZWq8Zoqm76n9cUaEozQpZfjfEQRyLHhFd72KaH,Gradient Blue,Gold,Black PAC Cop,Black Angry,None,None,Black Samurai,Angry
2411,15,1712,0,https://solanart.io/search/?token=3xpPocSNMM4hPrGXYruxjGiDmMCmBoh4BpEHhDdLkXcS,Pink Wave v2,Brown,Cyan AKN,Blue Normal,None,None,Punky Cyan,Happy
2422,13,940,0,https://magiceden.io/item-details/2whUDuFpjFS19eFyEgDA6ZH1x352jbCSUZF9pWxpV6d2,Gradient Purple Green,Black,Purple Samurai,Red Raised,Green PointyV,None,Black Horns,Sheesh
