id,price,moonRank,💎 score (%),storeURL,accessories,division,extra,eyes,hair,mouth,outfit,skin
1038,0.59,860,88.16,https://magiceden.io/item-details/E7Y9n9NEWnVw5NG9AvCYCWhkNtCScr4g6PZquwa8UPMD,kunai,night,neon katana,neon blue green,spikey red,shuriken mask,amplifier,default
1044,0.35,2031,80.02,https://magiceden.io/item-details/Aw33tW3o6f6dTXbEAhJuBgc4maAhv5XtbT2r3en17U2b,none,industrial,double black katana,black,short purple fade,lollipop,bruiser,scars
1063,5,3188,23.1,https://solanart.io/search/?token=4VcVcoAhLMvszCAQVhyVCtpRu4Uaqht5JsUsKjbBi93m,red neon bars,dregs,black katana,neon red,middle part black and white,default,punk,green tattoos
1068,1.15,2304,69.56,https://solanart.io/search/?token=J8y5PPGZR3Ey4KKbVAds2TyrE7WsPzLAd8RaEr4NBNZc,blue neon bars,night,black katana,neon blue,middle part yellow,default,knight,green tattoos
1074,20,444,0,https://solanart.io/search/?token=BbPC9F9DZxCH4WURFiAwM5jq9RFfvqzj4VYmpq3evnd3,studs,dregs,none,night vision,short white,lollipop,monk,crimson
1083,0.69,1701,79.59,https://magiceden.io/item-details/FLQeBUM3k9ECgCgW4qrGwNbHwGUB6qEDYGCM3WJLLB6Q,green neon bars,industrial,neon katana,saiba x,red slicked back,default,brawler,cyan
1088,2,894,73.75,https://solanart.io/search/?token=B3exN3BkDXjgshq1aJDKMkN4wnqwmQ8sV7fTnuNB6L2J,none,dregs,double neon katanas,candy,black long,lollipop,saiba t shirt,striker
1092,0.35,1136,88.07,https://magiceden.io/item-details/AJkVvBcra17gn6r3szfo3gBrG4pivFb3FYXDnUBHSwGj,studs,portside,double black katana,neon blue,short red and black,radioactive mask,saiba hoodie,cyan
1093,2.5,201,74.99,https://magiceden.io/item-details/AtJhpLC79NAKGJ1WcAKPK3K9KHeAskg3Yr5SvF1PRz9W,ball earings,dregs,black katana,augmented shades,white slicked back,cyber fangs,punk,hemi
1095,0.6,3618,63.23,https://solanart.io/search/?token=EdvwfbFznq2KFeMzxwwncRENzQqLb9RSbSPKruT7so5j,none,industrial,neon katana,neon red,black top knot,smoking,amplifier,default
1096,0.6,1649,80.95,https://magiceden.io/item-details/E9QoQ5s1Xa6pMHqrog1MYHX3P1Dy4cPgz75cBH7HNSQy,none,portside,double black katana,candy,short blue,cyber vampire,rider,cyan
1098,2.5,124,75.68,https://magiceden.io/item-details/5HwsiR3pi2ySBQiRsHJUM9oC9qCPf2EfXAn82MP6eEjH,blue neon bars,dregs,emerald blade,night vision,short white fade,lollipop,rider,toxic
1106,0.4,2207,77.93,https://solanart.io/search/?token=XrMFb71L1d3h9SZkUry3T1SsVKbDtxYUe9uNSCg6ToM,red neon bars,dregs,black katana,neon blue,middle part black,cyber vampire,robo arms,implants
1109,0.3,766,91.9,https://magiceden.io/item-details/72JYLJRxCruyauqXT7Hu4iifLtN6FuEb3wtHqdAJCMex,blue neon bars,dregs,coil swords,emerald green,mohawk,lollipop,tech jacket,crimson
1132,0.89,4187,55.2,https://solanart.io/search/?token=AsPTbtLR14FKz3aCS1EQbNyY2K3by6tSc9p6RELyjCPh,none,night,black katana,neon green,middle part yellow,default,rider,implants
1133,0.7,3776,60.8,https://solanart.io/search/?token=6WdkMNz8ibQ2NsvVf11Zs4nW7ViWzgvAeUSGVmuQ71hD,green neon bars,portside,none,black,middle part yellow,default,saiba hoodie,toxic
1141,1,2072,73.15,https://solanart.io/search/?token=J5wuDy9vpM5bQZkqnPQV2uX2X8EfxT4hFbwksZywiQsf,red neon bars,night,double black katana,neon green,black bob,default,inquisitor,default
1143,1,2060,73.25,https://solanart.io/search/?token=5guwCRWYyQu6uML5fKXmFBSQu8E796tmq8CDEMivQYCR,green neon bars,portside,black katana,black,short white fade,default,paladin,purple tattoos
1163,0.48,2892,70.96,https://magiceden.io/item-details/AwMKXrwskguYZqs7dD8VZgZQbhkVYj4YeW6DD3UWGqxo,none,dregs,black katana,neon blue,short white fade,shuriken mask,saiba t shirt,purple tattoos
1170,1.3,699,82.51,https://solanart.io/search/?token=C4CKckdm89LjCSyUAiTLEm5A3FmrSfkv73d8jUAqDSdN,red neon bars,dregs,neon katana,implant,middle part black,cyber vampire,adventure,green tattoos
1175,1,4107,54.82,https://solanart.io/search/?token=H4UMN9J4Rj7FJmL93EQ2vzAtFf17espeUxMHBHUXo1JR,none,portside,none,neon green,short blue,default,rider,striker
1210,0.6,2198,76.01,https://solanart.io/search/?token=AHSiRiPj5yb9ZzsG7JNEuUtjE8gwZJh3vWYF1a9GNeyC,blue neon bars,dregs,black katana,night vision,short white fade,side grin,tech jacket,default
1215,250,474,0,https://solanart.io/search/?token=5z2EfKWr2tsYxR7c8QX9fSporGcockXJTFeYys3dZj3j,blue neon bars,industrial,none,gold diamond,short black and grey,smoking,inquisitor,scars
1217,1,1247,80.57,https://solanart.io/search/?token=EzgjH9yNa2kKnf89bXjEwymD8kZXyWEsXk2g4DTpfAHR,green neon bars,industrial,none,candy,middle part black,radioactive mask,saiba hoodie,primal
1222,0.9,672,86.75,https://solanart.io/search/?token=Ce43VWeSU1FXCe1kazdtL3PqjRriDF5YALCV7Fyv6KVW,kunai,night,black katana,gold diamond,short white,default,tech jacket,implants
1224,13,872,0,https://solanart.io/search/?token=2JvTAdbH1P2pTugWwBEUgPGgAo2q6SZh5QpCDQi6tzwe,none,dregs,neon katana,saiba x,short purple and black,smoking,amplifier,toxic
1225,1.3,2756,63.99,https://solanart.io/search/?token=9io8e9BFYVEbQVbcqY961FGo6pv12mKffLviw9yscPuH,none,night,black katana,neon blue,white slicked back,cyber fangs,bruiser,scars
1247,0.75,3574,62.12,https://solanart.io/search/?token=bakkSz3onZ1KJL9L8gcYnCVaHb9BYG1a4Q91xSVnm7M,red neon bars,industrial,none,neon blue,middle part yellow,default,knight,implants
1260,4,1511,48.2,https://magiceden.io/item-details/DJw7332Ahk5xdwSdCZgnjWKnhL2PAvbp3DuYo3wZMckh,blue neon bars,industrial,none,neon red,short red and black,akuma mask,saiba t shirt,cyan
1261,1.5,1417,74.04,https://solanart.io/search/?token=RGJECJhiuU9mnvTmUGXjG9hPWydAmh3q2BjSiQDni4G,studs,portside,black katana,neon green,black top knot,default,bruiser,hemi
1265,4,3132,33.6,https://solanart.io/search/?token=7SYvYPc6gdwKLkfpujHsWiUctLWoUoNguj1Fj7fvqGTN,studs,dregs,neon katana,neon blue green,middle part black,default,saiba hoodie,cyan
1276,3,3436,40.87,https://solanart.io/search/?token=GkhsLgJc6iT4BtFZwmoYFdTHCVZ9EG3q3GpXRZTcQ46S,blue neon bars,night,none,black,short white,lollipop,saiba t shirt,toxic
1279,1.5,3865,52,https://solanart.io/search/?token=BzGSZv6yMoqmGtoijAndZWweXrGdzRnvrA9sp5zy1ruN,none,portside,none,neon red,blue top knot,radioactive mask,punk,gunmetal
1280,7.77,263,21.73,https://solanart.io/search/?token=A4JKDwK4kCL9WJDwtHcpy5T2AMaHYsfcSAcT6124K6Wc,none,night,coil swords,black,short purple and black,side grin,guardian,ambernetic
1296,0.4,3344,67.69,https://solanart.io/search/?token=HaGXCpHFT4qqtHTe257KXGXa86AeDSH9p65Xk6wdFhZD,green neon bars,dregs,none,neon red,short white fade,lollipop,adventure,scars
1307,0.49,1665,81.91,https://solanart.io/search/?token=J9qardLC1JArhMmdN3LMFcKeEHZukXkgdwUbYZGQSY9Y,studs,portside,neon katana,neon blue green,blue top knot,viper mask,saiba hoodie,default
1313,1.3,447,84.78,https://solanart.io/search/?token=4cZ4y3yATPmjJjszC17BVX6KRqENVTzs2jGb1MSeNVAQ,studs,dregs,neon katana,goggles,middle part yellow,oni mask,bruiser,gunmetal
1314,1,2521,69.1,https://solanart.io/search/?token=Aou1GroQ4rsCffQMvSHxLc6g7CCYvLp8cTBBSerpYRPA,none,portside,black katana,sapphire blue,spikey red,lollipop,punk,green tattoos
1316,1.5,2410,65.1,https://solanart.io/search/?token=5nVbi9L1UNPWvJp74iZjYNjiJAvtWaeuDtRMBwBmcDyJ,studs,dregs,none,black,short white fade,thugbirdz mask,tech jacket,default
1319,13.69,411,0,https://solanart.io/search/?token=7bc1AxX3kmVkRRPDxzXyURxHYmpoH5ZPXjafSygErJq5,kunai,industrial,coil swords,black,short red and black,fearmonger mask,punk,primal
1330,2,2361,60.54,https://solanart.io/search/?token=7j8aKzRQbeR6KL7HwNT1TSn632tNnzF51jVjbxyb5iRm,none,portside,neon katana,black,spikey red,thugbirdz mask,saiba t shirt,gunmetal
1348,1.7,1491,71.38,https://solanart.io/search/?token=HvhvNanKorPwsy9KQQ5vHGFFRDD55pYSszJ5jAeeMCuJ,ball earings,night,neon katana,neon blue,red slicked back,default,guardian,cyan
1370,1,3357,61.58,https://solanart.io/search/?token=HagPnzvJA4aVGTk97dUQ3JypX4TKFuWa2oF18YhXAx4J,kunai,night,none,black,blue spikey short,side grin,punk,gunmetal
1377,2.5,805,69.55,https://magiceden.io/item-details/9dsTJ2mdYtx1nmRBc1deshJwL8MdMtKoFevoL2FL3DYu,green neon bars,dregs,none,neon blue green,short black and grey,side grin,paladin,striker
1381,1,2408,70.12,https://magiceden.io/item-details/J7UkKgPq8YB5A8Eq88tbJ21FCMmqPFEbUFc6yuf5GLZT,none,portside,none,black,short white,cyber vampire,assassin,gunmetal
1383,1.5,2515,64.16,https://solanart.io/search/?token=B7cEwK9wZy4aVLB1AsnxQG4n2WrgyJf72BHWk3YnALPT,red neon bars,portside,black katana,neon green,short purple and black,default,punk,booster
1386,0.69,3263,65.52,https://magiceden.io/item-details/6mxsV5iEinZ5VowSGYMr1avixqjHcbMDnxX1HnR5f4W3,blue neon bars,portside,neon katana,neon red,short purple fade,cyber fangs,saiba t shirt,crimson
1390,0.84,4369,54.07,https://magiceden.io/item-details/78i51sDZvXHCxniTHje8Z6rUy7uYn1WE9e5yRKKihXNv,none,portside,black katana,black,short black and grey,default,saiba t shirt,cyan
1392,1.5,3372,56.44,https://solanart.io/search/?token=HsB5Tp4FzPhbJooxehZsbWLdpB7AYFYbXQQiw6uyW26g,none,night,neon katana,black,middle part black and white,side grin,bruiser,cyan
1394,1,1388,79.3,https://solanart.io/search/?token=6erQG9CqAK1TQda7UDYj9zRTKDsemc9muwdBQd1A1trK,kunai,portside,black katana,sapphire blue,short red and black,fearmonger mask,saiba hoodie,default
1396,2,3843,47.2,https://magiceden.io/item-details/2dLZpWiAvQv2PmaN1HVrgmymVXn1q85XwgPQKX6JTXzj,none,portside,black katana,neon green,mohawk,oni mask,punk,default
1397,2,2994,54.85,https://solanart.io/search/?token=BykmZkBtsn7DLSFBP2ixvQd2bbsAFKYLh1CfVBHNHZth,blue neon bars,night,none,neon green,short red and black,cyber fangs,rider,green tattoos
1400,1.11,537,85.87,https://magiceden.io/item-details/CZT4B549enRxUxs8rwJXZeTgDBGKC2swuPjViUM7q5xw,green neon bars,portside,neon katana,neon blue green,black long,default,lava,green tattoos
1406,1,4174,54.22,https://solanart.io/search/?token=HUcbbVCBsLgfJ8yjwKGV4JXHeRvL5GXhRd1VTtK4rj2y,studs,dregs,none,neon blue,middle part black and white,lollipop,punk,default
1417,1,1731,76.22,https://magiceden.io/item-details/5jCS4fAxFdajNeQzkEgR2wiC6gMHSNuLPeRcWPwjx7AX,studs,portside,neon katana,candy,red slicked back,radioactive mask,robo arms,default
1431,1.3,2393,67.26,https://solanart.io/search/?token=5xs5eLeHVLnRPCsgc6Cn3KmRXBMXT8JHKrKVtcET6fiq,none,industrial,none,sapphire blue,short black and grey,lollipop,inquisitor,green tattoos
1438,1.1,2313,69.98,https://magiceden.io/item-details/8ZQvb7MFzMJoDpsTHAoFurEPwM8Yzrsk6UaskwPiaEBX,green neon bars,portside,none,neon red,blue top knot,zomie mask,tech jacket,crimson
1443,1.25,2717,64.84,https://solanart.io/search/?token=mVfy1EnHE5zWZgL5k2eDMAGkdfHz3YESVcwZnEs1UTP,red neon bars,night,none,black,black long,smoking,guardian,default
1446,29,2,0,https://solanart.io/search/?token=E8xKW6agcqgFHkf7Ub2Kcso3oMy9n9Qbg1UgZc7ukfM5,Industrial Division Leader,industrial,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader,Industrial Division Leader
1449,1.69,895,76.84,https://magiceden.io/item-details/DDF1ZS15kxBd3bthkrptvcfq2hdugmjffZBhFAZRrQP9,studs,dregs,coil swords,emerald green,short blue,cyber vampire,rider,scars
1451,0.6,3052,68.32,https://magiceden.io/item-details/HY85Nc6ewjoMDXGwxR3kQTwpSZhsVrbXfmwsqGQKYrRx,blue neon bars,industrial,none,sapphire blue,short black and grey,cyber vampire,saiba t shirt,cyan
1452,1.1,2146,71.48,https://magiceden.io/item-details/9zw2me1XxqEbEHgVqoiaUrN2VzYcMfmzaPeM3VBoGeZi,none,night,none,candy,short white,oni mask,saiba t shirt,booster
1455,0.9,929,84.44,https://solanart.io/search/?token=HrsinUTfJCotZqjFxeLJkuXGPPxwqsChz7c4UXGHHDPN,ball earings,portside,double neon katanas,neon blue,spikey red,side grin,robo arms,default
1457,0.9,2530,70.02,https://solanart.io/search/?token=5i5SuisxvX2cY4XGQkYn41KiDBkZNU7vSRBwiRVFUPbZ,none,portside,black katana,candy,blue top knot,lollipop,bruiser,default
1478,1.8,2755,59,https://solanart.io/search/?token=HUTWzj66vp37yny9LA3TodLy7F4ZmKTFRrS7SWAW3DBX,red neon bars,industrial,black katana,black,short purple fade,radioactive mask,saiba t shirt,implants
1481,0.34,3112,70.38,https://magiceden.io/item-details/9WBXRgeHas3HJBdxzMk8pkG69nNSUJwxEStenfHvzVxT,red neon bars,night,neon katana,black,short blue,default,punk,purple tattoos
1488,0.95,1476,79.01,https://magiceden.io/item-details/HDWVg2mbgtJJysVAyPD5HzUdkEZmpRu2toW6PDTnbyBM,green neon bars,industrial,neon katana,neon red,short firey red,default,paladin,striker
1498,0.251,2815,73.95,https://solanart.io/search/?token=9m1iZNkFuhWv2RdmPaD1zqUrhjrDZ9og5HVFTFGG8gau,red neon bars,portside,none,neon blue,mohawk,lollipop,tech jacket,primal
1501,0.45,4023,61.08,https://solanart.io/search/?token=XJq9m2uLsrJgVS6W5wZ2QKqTT732zdHFZTVgri3CSer,red neon bars,portside,none,black,short white,side grin,saiba t shirt,cyan
1507,2.5,372,73.45,https://magiceden.io/item-details/6XveeK72PXEPRWj8qLk3CysyJ87LbhvxvfzF9fbNqBK4,ball earings,night,coil swords,black,middle part black,fearmonger mask,saiba t shirt,primal
1509,1.5,428,82.95,https://solanart.io/search/?token=53xiYnAx4jcBj49Uko1RkAcGz6hafEBY5XsbXhxWy4JJ,green neon bars,portside,double black katana,neon green,blue spikey short,radioactive mask,bruiser,cyan
1510,1.42,1096,77.73,https://solanart.io/search/?token=BrXj7JKTMUQYQ1QHe3mAscZpDQg4uYjBtfBzGNZz3vNe,studs,portside,black katana,black,black top knot,cyber fangs,inquisitor,hemi
1513,0.9,3465,61.6,https://solanart.io/search/?token=EHWpR9XEJtKpaSJ3iuFKFDuiWeJBYvEi1LMQZCB42oWP,none,industrial,double black katana,neon red,short firey red,default,punk,cyan
1515,1.31,1252,77.43,https://solanart.io/search/?token=8wQYvWpfwfsva8LBLKaSrLjbqkT9w9DmfxtQRRUWvZxL,blue neon bars,night,none,candy,short purple fade,lollipop,brawler,purple tattoos
1516,1.3,1867,71.99,https://solanart.io/search/?token=81f1PuH9e3GzJNtpeKrMZjKmvD1ushn79ZxaVZuQNVC,none,industrial,black katana,candy,short red and black,smoking,saiba t shirt,booster
1520,314,1747,0,https://solanart.io/search/?token=G1Tbbqe5R6JrUpYtHWi7HF5Q3m7RBhCLDYcbGVLxwm3y,green neon bars,portside,none,black,middle part yellow,smoking,paladin,green tattoos
1537,50,673,0,https://magiceden.io/item-details/AVzsGM5gBDxkaNcK6RiQPbjsVD6av3QNrZBE2i4UjRS1,red neon bars,dregs,none,rage,short blue,default,lava,gunmetal
1541,1,4040,55.43,https://solanart.io/search/?token=CUQZVSdBz2v98q4QX5Px1WNV2AnYqG229WSHuRys26kD,none,night,neon katana,neon red,short purple and black,cyber vampire,saiba t shirt,cyan
1548,3,2752,47.02,https://solanart.io/search/?token=C54Mko5FwU31rVfoRo6weJ629o3XFv5zua6CMa4W7fkH,red neon bars,portside,none,black,black bob,default,assassin,default
1550,0.88,449,88.96,https://magiceden.io/item-details/37q7X2zqY1eWMeTbcEdgjs6xvezaVBstadDR4u5Qd3Qu,kunai,night,none,augmented shades,short white fade,smoking,brawler,green tattoos
1554,1.22,3435,58.67,https://magiceden.io/item-details/9L2LNzVbsKf8ejPW3ZBgAJPQAfLk3bf6VfbsJjJ7QyD5,studs,portside,black katana,black,middle part black,default,knight,gunmetal
1565,1,1222,80.8,https://solanart.io/search/?token=5FMu2WS8qVu56WJdJL8Rrztn6mNgr5vjgoze7UJqwbPE,ball earings,portside,neon katana,candy,blue spikey short,cyber fangs,saiba t shirt,crimson
1566,0.8,237,91.67,https://magiceden.io/item-details/6VLpt6sn9CXUCZGiCtcy14NxLh8VLTZzGEpEr25ybsmX,kunai,night,double black katana,black,blue spikey short,assassin mask,robo arms,default
1567,0.4,2980,70.97,https://magiceden.io/item-details/EmsxjLAytzLQtoJrHG9zqQirxoaNeLNg3AafSrL31jG9,green neon bars,industrial,none,neon blue,short white,lollipop,punk,primal
1568,2,2312,60.99,https://magiceden.io/item-details/FdrHaNPQMAswZwLG6iavPWhmujFnBYBfQ5axh5Y6c2Zp,green neon bars,night,coil swords,candy,blue spikey short,default,saiba t shirt,default
1569,0.8,2445,71.79,https://solanart.io/search/?token=9vG8DRACEuC7NtGkHU4TBroQdbJ88AxX2C1QBH9HekoV,green neon bars,dregs,black katana,black,black long,fearmonger mask,rider,implants
1572,1.4,496,83.33,https://magiceden.io/item-details/H9vqsfS7uhhjCo8fAumbgRNx8gMbmaXcox2cwZkJpr54,studs,industrial,coil swords,neon green,short blue,jungle cat mask,tech jacket,default
1573,3,1459,58.66,https://solanart.io/search/?token=DhnvkYNEiQoSdtmspZUymsxcgBRUh46p3ftUZMbL5YjY,red neon bars,dregs,neon katana,neon red,white slicked back,cyber vampire,guardian,cyan
1574,3,2380,50.37,https://solanart.io/search/?token=FWa9C16jLy2JbWWbazfSU7DKkxHzHYcK7SBYQ1UbMQSN,none,dregs,none,neon red,white slicked back,zomie mask,tech jacket,striker
1576,1.33,1298,76.81,https://magiceden.io/item-details/4HhhfeNi4XzmZeBdezVQhBNSFr6GDZ5gZQTnJZAKNqHN,studs,portside,none,sapphire blue,black bob,cyber fangs,brawler,primal
1578,3,168,70.29,https://solanart.io/search/?token=FfCQvLCRM22RcdiVGMHbqingsT1J9pLpQoi5tP4jhsG3,ball earings,portside,neon katana,neon red,short black and grey,viper mask,guardian,green tattoos
1584,0.6,4086,59.01,https://solanart.io/search/?token=PRZZ4iHL6aJ7ik1fLsdNUYak2eTwnJVcJ7TWojqrfa9,none,dregs,none,neon green,black top knot,lollipop,saiba t shirt,purple tattoos
1586,1,1608,77.32,https://solanart.io/search/?token=H7LfUfWZc2CBXcddchS421BcrFKCqxYN8yg7LQhuHoYp,studs,portside,black katana,neon green,short blue,smoking,robo arms,green tattoos
1588,2.2,489,75.4,https://solanart.io/search/?token=Fftzbm5ZY2uS3HvtxPJkQzMh6JuiNidrz82QH5EtYYg6,kunai,night,none,candy,black top knot,cyber fangs,guardian,green tattoos
1597,0.5,2643,73.01,https://solanart.io/search/?token=FMsrqTJncUuhMgoMccdaitCkRBfcyTnuRbYDw22imyUo,green neon bars,industrial,black katana,neon blue,short purple and black,fearmonger mask,saiba t shirt,cyan
1599,9999,180,0,https://solanart.io/search/?token=HdJfj16LN6xcJi4CaxPJYT4HTeQ3udHd2Rd2ME6J9JYp,green neon bars,portside,black katana,sapphire blue,mohawk,cyber fangs,assassin,green tattoos
1605,0.5,2499,74.3,https://magiceden.io/item-details/BSdk3rSbghgB1YGmwS2w3gTs6j2Zg6b922a9SfotVz1p,none,portside,coil swords,black,short red and black,smoking,brawler,default
1607,0.8,2953,67.21,https://solanart.io/search/?token=6gprX8kGNDeW7WuTAWQ18P2ZpdUEQ2vua69oADefifAz,blue neon bars,industrial,none,rage,short white,default,saiba t shirt,implants
1608,1.5,3457,55.68,https://magiceden.io/item-details/Gwwn1PRLA96FKb4gQ45frDbjxHRLRFxRmBev3EFJd6YV,none,dregs,black katana,black,white slicked back,lollipop,saiba t shirt,booster
1611,0.25,3664,66.31,https://magiceden.io/item-details/6r1Su1rVKQ42GMPnsD6QvZvBJFjLTaZ5fJGyVuKvDwSR,studs,dregs,none,neon blue,red slicked back,cyber vampire,saiba hoodie,crimson
1612,12,1322,0,https://solanart.io/search/?token=FGTov4iRxhqxrePwp2ymYEQ4mLJCWwooEQwRPLEBJG5N,ball earings,night,black katana,neon green,black long,zomie mask,tech jacket,default
1617,4,3735,28.17,https://solanart.io/search/?token=48kQpRrvRQJuPVagGFp9LEifzvcCXZgLYQyeVmabBCsH,studs,dregs,none,neon blue,short white fade,lollipop,punk,crimson
1622,1,1886,74.82,https://solanart.io/search/?token=9dzawBPJGNYcu8YmDybd76SDUikFDE77UqscTtvzYhRy,red neon bars,portside,neon katana,sapphire blue,blue top knot,cyber fangs,rider,gunmetal
1631,5,2066,33.2,https://magiceden.io/item-details/2LKZVntZBWqfYVUWBgvEPgQj7rbp8daaXJgF5KLtP6ZM,none,industrial,none,augmented shades,middle part black and white,side grin,guardian,implants
1646,2,1880,64.87,https://solanart.io/search/?token=5uzahWWxbkuKHUn2P1MPvZ8ooByV1o2NxZziqfnZY5z8,studs,portside,none,black,short white,zomie mask,bruiser,scars
1650,2,2999,54.8,https://solanart.io/search/?token=3qZ9EPtBvEFussxsyn29EDEjTe3r6mZUvfTXHxD8EwHT,none,night,none,black and yellow,middle part black and white,default,knight,green tattoos
1651,2,3900,46.69,https://solanart.io/search/?token=AS5i6NHqDjyb4EEiouSpBd881ZBDBcmZVx3VoXyD2aLR,none,night,neon katana,neon red,middle part black and white,oni mask,punk,default
1652,0.5,3499,65.3,https://magiceden.io/item-details/F78KRbuzHqD9vLhref72Rt5kSmkxWEcsqHCR6DVJjYaP,none,dregs,none,sapphire blue,black top knot,smoking,rider,implants
1654,2,956,73.19,https://solanart.io/search/?token=3AcupjA9kncunyrSrRtW1WMAogxCdTK1amNb3Vce61Zk,none,portside,emerald blade,neon green,middle part black,default,bruiser,green tattoos
1655,1,1671,76.76,https://magiceden.io/item-details/F9TgkEfeELjUdWgFC2sdoezZUVd9b8Mim2WZc5Wk5dFM,red neon bars,dregs,black katana,rage,blue top knot,default,saiba hoodie,implants
1656,2,4118,44.73,https://solanart.io/search/?token=FKukeczo6pHuurzz8D8Bt9aY2Z3K4zXzFNh52fZEzkLr,none,dregs,none,emerald green,short purple fade,cyber vampire,punk,default
1658,1.34,3768,54.48,https://solanart.io/search/?token=5PVMa7C3fnBbXotF3Um2MDWPfkUM37atyz4ZvAtTSbrR,none,portside,none,neon red,black bob,cyber vampire,rider,purple tattoos
1659,1.21,1034,80.39,https://solanart.io/search/?token=8vAPRT84DynwatxktP5rKcUmRQ5MXjbGxJYqoyBxLFn1,green neon bars,industrial,black katana,robotic,spikey red,default,adventure,implants
1660,1.8,2764,58.92,https://solanart.io/search/?token=CpDY79HuQfja5569mymtKTwJPxFMkvxDGuJ6EzWx5u3B,green neon bars,industrial,none,neon green,short purple fade,cyber fangs,inquisitor,implants
1661,1,806,84.54,https://magiceden.io/item-details/2h87azU2HRiTsZkveufkWfqVNCyntYCePet4Q7we5zyh,kunai,portside,double neon katanas,neon blue green,short purple fade,cyber fangs,saiba hoodie,default
1663,1.2,3475,58.51,https://solanart.io/search/?token=9K7eMea7m8Gd8yJeCxxgVMcJBx6Yx5agNHhmbATDvViF,none,industrial,none,augmented shades,blue spikey short,default,saiba hoodie,green tattoos
1667,1.2,2193,70.06,https://solanart.io/search/?token=DJ68BQ1j9WHLkqDoWbVfxYahY2SYtLF6SjRo5bR7kDrU,studs,night,double black katana,neon blue,short purple fade,default,robo arms,scars
1668,1.64,716,78.95,https://solanart.io/search/?token=224NKPmFHH2YvzAhw8vYeEJdbNb4jPjPozYS1bRa92bE,blue neon bars,portside,double neon katanas,candy,red slicked back,cyber vampire,punk,scars
1675,1.8,714,77.37,https://solanart.io/search/?token=7s6cj4cJvcfWXWLJ19pDXR1yjZ371S12b8DkxmZfsDsL,studs,portside,black katana,saiba x,black bob,side grin,paladin,cyan
1676,0.5,3964,61.11,https://solanart.io/search/?token=6FZC1wTWuszaCnxt9zphNxPq47f42vGLFDTRJZ1ZRtB1,red neon bars,night,none,neon red,short black and grey,cyber vampire,rider,default
1677,1.23,517,84.85,https://solanart.io/search/?token=2w2gLmpYsXgg9uNxdWWErvXo71iC4xovMFSDVAoxpUPx,blue neon bars,night,black katana,neon blue green,middle part black,zomie mask,amplifier,cyan
1681,3.99,51,61.44,https://magiceden.io/item-details/4rSumkimzWUHbZ22nRBADaZguGeLGw5RyoGD8jUe39T2,ball earings,industrial,coil swords,augmented shades,spikey red,default,paladin,striker
1682,1.1,3487,59.41,https://solanart.io/search/?token=GxfAoj6qPd9JjPnjTGzyxpA5paDzsj58toscZyDAratU,green neon bars,night,none,black,short purple fade,smoking,saiba hoodie,crimson
1683,1.6,1808,69.52,https://solanart.io/search/?token=9EaWfX6ey1vhSMdmcaCW5xfaR2sqW7DrD9yGdsaREaUq,studs,night,black katana,neon green,black bob,lollipop,saiba hoodie,striker
1690,1.65,2647,61.47,https://solanart.io/search/?token=8UMTDhofXe37q8jtKsQFVgf3rdRE2ZssWVc5hgMYotPG,red neon bars,night,none,black and yellow,black bob,cyber fangs,tech jacket,default
1691,1.8,2955,57.2,https://solanart.io/search/?token=Cd5dtH6wujK4a5PVzKG5JDxaUv8Rnz8eQERXsRgaSQsJ,blue neon bars,portside,none,neon blue,black top knot,lollipop,saiba t shirt,striker
1694,1.35,2560,65.25,https://solanart.io/search/?token=3f4fyDNfgM63hWEBW7xBtuW1qubS5Xmq6YqQP9Gu18b3,none,night,coil swords,neon blue,short red and black,default,inquisitor,gunmetal
1695,1.4,3023,60.58,https://solanart.io/search/?token=AbMVyYcuwbVo3W5exte5tX8TzKugySRydHjApcEQaBzu,none,dregs,none,neon blue green,middle part yellow,cyber vampire,punk,toxic
1696,3.7,1709,49.41,https://solanart.io/search/?token=46wsvz765jRF3FXUkWKciLGLrqPryVLpbnsLA35Txq1D,blue neon bars,portside,neon katana,black,blue spikey short,oni mask,saiba hoodie,primal
1699,2,3069,54.17,https://solanart.io/search/?token=7kKUfagsSrqXBFN5z3bwYwEWbYwLfvqEHggzKo2uoeGP,kunai,dregs,none,neon red,white slicked back,lollipop,saiba hoodie,cyan
1701,0.3,1711,83.4,https://solanart.io/search/?token=EtRhSYGDe78DPsSyQR1w4z5G9HQtZwLfxhUpGH3vY6m7,none,portside,coil swords,candy,black top knot,radioactive mask,rider,default
1704,1.5,2653,62.92,https://magiceden.io/item-details/AR7AXN2FX5ZakPk1LwBDtckFuxED6gkNHTYDK99QTtmr,kunai,industrial,none,black,short black and grey,radioactive mask,tech jacket,scars
1705,0.99,3925,56.56,https://solanart.io/search/?token=9xVPgWfFWrURz2vBEVJPhWmmpB5GRupXyehxUZFVk9pD,none,dregs,none,emerald green,short white,cyber vampire,saiba t shirt,cyan
1706,0.7,4270,56.36,https://magiceden.io/item-details/EtbhnZXzQJvY1Wfxs5ZKApf2s2A9UunSVEUW8ipX7ayk,none,night,black katana,black,black top knot,default,inquisitor,default
1726,1,3576,59.61,https://solanart.io/search/?token=6zMqwAh1J8eX1gATS8ebXk13dhSMCSDvc2d9MePJe2EE,none,portside,black katana,black,blue spikey short,oni mask,rider,scars
